game_title,user_review_count,critic_review_count,developer,platforms,platform_count,Avg_Rank,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales,metascore,Difficulty_Easy,Difficulty_Just_Right,Difficulty_Simple,Difficulty_Tough,Difficulty_Unforgiving,Play Time_<_1_Hour,Play Time_>=_80_Hours,Play Time_~1_Hour,Play Time_~12_Hours,Play Time_~2_Hours,Play Time_~20_Hours,Play Time_~4_Hours,Play Time_~40_Hours,Play Time_~60_Hours,Play Time_~8_Hours,Completion_Beat_It,Completion_Conquered_It,Completion_Halfway,Completion_Played_It,Completion_Tried_It,vader_sentiment_mean,textblob_sentiment_mean,hf_sentiment_mean,global_user_score_mean,user_score_mean,composite_sentiment_correlation_user_mean,composite_sentiment_correlation_global_mean,composite_sentiment_confidence_mean,composite_sentiment_adaptive_mean
dungeon siege: throne of agony,33.0,32.0,SuperVillain Studios,psp,1.0,8480.0,2006,Role-Playing,Take-Two Interactive,0.13,0.02,0.0,0.02,0.1699999999999999,74,24.47,65.96,1.06,8.51,0.0,0.0,2.04,0.0,12.24,0.0,44.9,0.0,32.65,6.12,2.04,29.07,19.38,11.45,21.59,18.5,0.64,-0.001,0.21,7.7,7.0,0.279,0.255,0.249,0.376
dungeons & dragons heroes,9.0,33.0,Atari SA,xbox,1.0,6544.0,2003,Role-Playing,Atari,0.19,0.06,0.0,0.01,0.26,72,10.91,74.55,0.0,10.91,3.64,0.0,6.45,0.0,19.35,0.0,22.58,0.0,38.71,9.68,3.23,29.91,29.91,5.13,23.08,11.97,0.968,0.115,0.175,6.1,10.0,0.409,0.371,0.484,0.618
dungeons & dragons tactics,14.0,38.0,Kuju Entertainment,psp,1.0,10532.0,2007,Strategy,Atari,0.09,0.0,0.0,0.01,0.0999999999999999,58,12.24,40.82,0.0,40.82,6.12,0.0,0.0,0.0,11.11,0.0,55.56,5.56,22.22,0.0,5.56,15.87,5.56,6.35,37.3,34.92,0.174,0.01,-0.671,6.8,5.0,-0.18,-0.208,-0.217,-0.334
dying light,2279.0,58.0,Techland,"playstation-4, xbox-one, pc",3.0,3910.67,2015,Action,Warner Bros. Interactive Entertainment,1.17,1.02,0.12,0.35,2.66,74,7.14,66.62,1.3,23.9,1.04,0.43,13.95,0.0,5.36,0.64,15.45,0.43,42.92,19.74,1.07,41.59,19.87,16.83,18.68,3.04,0.491,0.123,0.371,7.968,7.701,0.329,0.319,0.328,0.377
dynasty tactics,13.0,14.0,Koei,playstation-2,1.0,6062.0,2002,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,0.29,79,2.04,51.02,2.04,40.82,4.08,3.13,12.5,0.0,6.25,0.0,31.25,0.0,31.25,12.5,3.13,34.62,16.15,6.15,20.77,22.31,0.166,0.05,-0.161,5.9,7.0,0.012,0.001,0.005,-0.042
dynasty tactics 2,14.0,18.0,Koei,playstation-2,1.0,10281.0,2003,Strategy,Tecmo Koei,0.05,0.04,0.0,0.01,0.0999999999999999,78,7.69,70.77,3.08,16.92,1.54,2.5,37.5,0.0,5.0,0.0,10.0,2.5,25.0,17.5,0.0,27.27,24.03,5.19,23.38,20.13,0.324,-0.001,-0.0,7.4,4.5,0.103,0.088,0.017,-0.013
dynasty warriors 3,58.0,17.0,Omega Force,"playstation-2, xbox",2.0,6325.0,2001,Action,THQ,0.5900000000000001,0.18,1.07,0.1,1.94,78,12.05,56.71,4.38,23.56,3.29,0.0,34.33,0.37,6.34,1.12,10.45,3.36,23.13,16.04,4.85,37.09,38.65,4.15,13.49,6.61,0.722,0.068,0.279,7.845,9.0,0.352,0.328,0.343,0.48
dynasty warriors 4,76.0,24.0,Omega Force,"pc, playstation-2, xbox",3.0,4668.0,2003,Action,Tecmo Koei,0.75,0.24,1.13,0.14,2.26,78,14.88,65.29,2.69,15.08,2.07,0.0,25.42,0.28,7.82,0.56,12.01,2.51,29.05,17.6,4.75,39.06,39.57,2.85,11.6,6.92,0.275,0.158,0.436,7.4,8.375,0.294,0.297,0.293,0.302
dynasty warriors 4: xtreme legends,13.0,15.0,Omega Force,playstation-2,1.0,2427.0,2003,Action,Tecmo Koei,0.17,0.13,0.51,0.04,0.8500000000000001,72,10.91,60.0,3.03,24.24,1.82,0.85,25.42,0.0,11.86,2.54,18.64,5.93,22.88,6.78,5.08,41.24,33.69,4.58,11.05,9.43,0.84,0.204,0.791,5.3,10.0,0.616,0.604,0.616,0.748
dynasty warriors 5,39.0,29.0,Omega Force,"playstation-2, xbox",2.0,7138.5,2005,Action,Tecmo Koei,0.2799999999999999,0.19,0.91,0.06,1.44,69,14.81,66.52,3.86,12.02,2.79,1.12,29.97,0.28,6.72,1.12,10.64,3.36,25.49,16.53,4.76,37.97,41.46,2.64,11.6,6.33,0.234,0.067,-0.342,7.7,6.444,-0.025,-0.045,-0.057,-0.139
dynasty warriors 5 empires,14.0,40.0,Omega Force,"xbox-360, playstation-2",2.0,7471.0,2006,Action,Tecmo Koei,0.22,0.0999999999999999,0.12,0.04,0.48,61,16.92,69.15,3.48,8.46,1.99,0.0,24.5,0.66,9.93,1.99,17.22,2.65,25.83,10.6,6.62,36.82,41.81,3.8,9.26,8.31,0.53,-0.029,-0.98,6.875,5.25,-0.189,-0.243,-0.262,-0.434
dynasty warriors 6,27.0,42.0,Omega Force,"playstation-3, xbox-360, pc, playstation-2",4.0,5157.33,2007,Action,Tecmo Koei,0.4499999999999999,0.2299999999999999,0.47,0.09,1.24,60,28.79,54.92,5.3,8.71,2.27,0.55,20.88,1.1,10.99,1.65,18.68,3.85,29.12,8.24,4.95,37.29,28.33,4.08,16.21,14.1,0.324,0.074,-0.161,6.695,6.263,0.07,0.052,0.054,0.037
dynasty warriors 6 empires,13.0,24.0,Omega Force,"playstation-3, xbox-360",2.0,6151.0,2009,Action,Tecmo Koei,0.3,0.05,0.19,0.04,0.5800000000000001,59,32.68,52.2,6.34,7.8,0.98,0.0,15.54,0.0,15.54,1.35,14.19,2.7,35.14,9.46,6.08,25.61,37.76,4.49,14.58,17.57,0.171,-0.054,-0.471,5.7,5.75,-0.131,-0.153,-0.129,-0.135
dynasty warriors 7,70.0,25.0,Omega Force,"playstation-3, xbox-360",2.0,4520.5,2011,Action,Tecmo Koei,0.41,0.21,0.46,0.08,1.16,57,25.13,63.08,4.79,6.67,0.34,0.24,32.24,0.24,4.94,0.24,16.24,0.71,24.24,18.82,2.12,35.44,30.72,6.53,15.16,12.15,0.534,0.051,0.104,7.671,8.122,0.224,0.203,0.232,0.302
dynasty warriors 7: xtreme legends,18.0,11.0,Omega Force,playstation-3,1.0,6429.0,2011,Action,Tecmo Koei,0.04,0.05,0.16,0.02,0.27,64,17.12,67.57,2.7,11.26,1.35,0.66,28.95,0.66,11.84,0.0,11.18,1.32,24.34,17.11,3.95,41.53,26.91,11.63,14.62,5.32,0.764,0.237,0.998,6.8,9.25,0.676,0.674,0.702,0.828
dynasty warriors 8,87.0,26.0,Omega Force,"playstation-3, xbox-360",2.0,5960.5,2013,Action,Tecmo Koei,0.21,0.16,0.34,0.06,0.77,68,15.78,74.67,1.56,7.33,0.67,0.35,37.28,0.35,5.57,0.0,7.67,2.09,17.42,25.78,3.48,48.19,19.62,16.0,14.29,1.9,0.578,0.142,0.262,7.825,7.938,0.324,0.307,0.341,0.387
dynasty warriors advance,4.0,22.0,Koei,game-boy-advance,1.0,10342.0,2005,Action,Nintendo,0.08,0.03,0.0,0.0,0.11,56,18.67,60.0,1.33,14.67,5.33,2.44,9.76,0.0,29.27,7.32,29.27,2.44,12.2,0.0,7.32,30.19,16.35,4.4,27.04,22.01,-0.958,0.045,-0.999,6.0,6.0,-0.647,-0.631,-0.643,-0.956
dynasty warriors next,77.0,35.0,Omega Force,playstation-vita,1.0,6424.0,2011,Action,Tecmo Koei,0.06,0.07,0.11,0.03,0.27,67,17.8,62.12,3.03,15.15,1.89,0.0,17.56,0.0,12.21,0.76,19.08,1.53,29.01,16.79,3.05,38.16,7.89,20.53,25.79,7.63,0.515,0.045,0.245,7.5,8.0,0.266,0.25,0.265,0.35
dynasty warriors: gundam,10.0,34.0,Koei,"playstation-3, xbox-360",2.0,6224.0,2008,Action,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,55,23.42,52.53,1.27,18.99,3.8,0.0,22.68,1.03,8.25,1.03,16.49,0.0,25.77,17.53,7.22,35.24,22.47,7.93,17.62,16.74,-0.032,-0.143,-0.663,6.2,5.667,-0.293,-0.313,-0.342,-0.425
dynasty warriors: gundam 2,13.0,30.0,Omega Force,"playstation-3, xbox-360, playstation-2",3.0,5731.33,2008,Action,Namco Bandai Games,0.2,0.13,0.65,0.05,1.03,49,10.31,64.13,2.69,20.63,2.24,0.0,44.59,0.0,6.76,0.68,9.46,0.0,16.89,20.95,0.68,33.45,18.86,9.43,20.64,17.62,0.284,0.039,-0.297,7.033,6.0,-0.002,-0.024,-0.008,-0.079
dynasty warriors: gundam 3,24.0,27.0,Omega Force,"playstation-3, xbox-360",2.0,5907.0,2010,Action,Tecmo Koei,0.22,0.09,0.38,0.03,0.72,65,11.34,65.74,2.02,19.14,1.76,0.0,50.0,0.4,3.57,0.4,11.51,0.4,13.1,19.44,1.19,30.31,25.56,12.48,14.56,17.09,0.715,0.111,-0.171,7.46,7.8,0.203,0.167,0.201,0.238
dynasty warriors: gundam reborn,33.0,35.0,Omega Force,playstation-3,1.0,8312.5,2013,Action,Tecmo Koei,0.0,0.0,0.36,0.0,0.36,64,13.86,71.62,1.32,11.88,1.32,0.0,61.25,0.0,5.0,0.0,2.5,0.63,7.5,20.63,2.5,37.72,18.86,23.35,18.86,1.2,0.777,0.193,0.38,7.5,7.556,0.446,0.425,0.486,0.615
dynasty warriors: strikeforce,12.0,28.0,Omega Force,"playstation-3, xbox-360, psp",3.0,5777.33,2009,Action,Ubisoft,0.27,0.1699999999999999,0.47,0.07,0.98,65,5.19,36.3,0.74,48.15,9.63,1.69,13.56,0.0,10.17,0.0,6.78,1.69,40.68,20.34,5.08,18.26,14.25,7.57,35.41,24.5,0.006,-0.05,-0.496,6.675,4.25,-0.191,-0.207,-0.257,-0.367
ea playground,8.0,32.0,EA Canada,"wii, ds",2.0,3536.5,2007,Sports,Electronic Arts,0.98,0.49,0.0,0.16,1.63,66,58.62,34.48,0.0,6.9,0.0,0.0,0.0,0.0,33.33,0.0,16.67,16.67,22.22,0.0,11.11,23.73,16.95,8.47,22.03,28.81,0.19,-0.174,-0.333,5.267,6.0,-0.115,-0.136,-0.215,-0.319
ea sports active,7.0,27.0,EA Canada,wii,1.0,304.0,2009,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,81,9.52,52.38,4.76,19.05,14.29,0.0,0.0,0.0,30.0,0.0,20.0,0.0,40.0,0.0,10.0,20.99,0.0,4.94,39.51,34.57,0.97,0.045,-0.923,4.9,10.0,-0.005,-0.076,0.046,0.047
ea sports active 2,11.0,21.0,EA Canada,"wii, playstation-3, xbox-360",3.0,2900.67,2010,Sports,Electronic Arts,1.48,0.8500000000000001,0.0,0.27,2.6,68,10.0,53.33,3.33,30.0,3.33,0.0,43.75,0.0,6.25,0.0,12.5,0.0,12.5,18.75,6.25,30.0,12.0,12.0,28.0,18.0,0.581,0.051,-0.543,6.0,6.0,0.009,-0.033,-0.003,-0.052
ea sports mma,55.0,63.0,EA Tiburon,"playstation-3, xbox-360",2.0,5146.0,2010,Fighting,Electronic Arts,0.39,0.25,0.01,0.09,0.74,79,13.33,62.22,2.22,20.0,2.22,0.0,0.0,0.0,36.0,0.0,24.0,8.0,4.0,8.0,20.0,38.89,14.44,6.67,17.78,22.22,0.488,0.047,-0.118,7.336,7.34,0.129,0.104,0.144,0.185
ea sports ufc,305.0,57.0,EA Sports,"playstation-4, xbox-one",2.0,3141.0,2014,Sports,Electronic Arts,0.76,0.52,0.01,0.21,1.5,70,6.08,51.35,4.73,35.14,2.7,3.49,11.63,1.16,15.12,4.65,18.6,3.49,32.56,6.98,2.33,38.12,14.36,9.41,30.2,7.92,0.535,-0.002,-0.388,6.151,5.808,0.032,-0.005,0.023,0.032
ea sports ufc 2,109.0,42.0,EA Sports,"playstation-4, xbox-one",2.0,3583.0,2016,Sports,Electronic Arts,0.51,0.61,0.0,0.18,1.3,76,2.25,29.21,2.25,58.43,7.87,2.33,20.93,2.33,4.65,0.0,11.63,4.65,39.53,11.63,2.33,30.39,15.69,11.76,34.31,7.84,0.371,0.011,-0.207,5.77,4.765,0.048,0.025,0.04,0.045
earth defense force 2017,42.0,55.0,Sandlot,xbox-360,1.0,11489.0,2006,Action,D3Publisher,0.04,0.01,0.03,0.0,0.08,69,3.7,36.3,2.22,51.11,6.67,0.0,26.6,0.0,12.77,1.06,20.21,0.0,14.89,14.89,9.57,48.36,14.25,3.97,18.22,15.19,0.336,0.025,-0.376,7.7,6.462,-0.018,-0.045,-0.075,-0.185
earth defense force 2025,63.0,28.0,Sandlot,"playstation-3, xbox-360",2.0,7015.0,2013,Shooter,D3Publisher,0.1,0.07,0.32,0.03,0.52,69,2.52,64.71,0.84,23.53,8.4,0.0,69.64,0.0,7.14,0.0,1.79,0.0,10.71,3.57,7.14,33.79,11.03,17.24,32.41,5.52,0.377,0.017,-0.345,7.803,7.939,0.003,-0.024,-0.022,-0.065
earth defense force 2: invaders from planet space,24.0,20.0,Sandlot,playstation-vita,1.0,9784.0,2011,Action,D3Publisher,0.04,0.01,0.18,0.02,0.25,72,2.22,55.56,2.22,28.89,11.11,0.0,59.09,0.0,9.09,0.0,9.09,0.0,4.55,13.64,4.55,40.68,3.39,13.56,33.9,8.47,0.852,0.078,0.999,8.2,9.0,0.653,0.645,0.648,0.904
earth defense force 4.1: the shadow of new despair,88.0,40.0,Sandlot,pc,1.0,13015.0,2015,Shooter,Xseed Games,0.02,0.02,0.0,0.01,0.05,64,0.77,57.69,0.77,31.54,9.23,1.2,74.7,0.0,6.02,0.0,6.02,0.0,2.41,8.43,1.2,47.4,10.39,12.34,27.27,2.6,0.461,-0.012,-0.072,8.3,9.182,0.118,0.094,0.112,0.154
earth defense force: insect armageddon,49.0,40.0,Vicious Cycle,"playstation-3, xbox-360, pc",3.0,7752.5,2011,Shooter,D3Publisher,0.16,0.09,0.11,0.03,0.39,68,7.22,43.3,1.03,46.39,2.06,0.0,10.0,0.0,31.67,0.0,20.0,3.33,15.0,3.33,16.67,38.66,8.4,5.88,18.07,28.99,0.598,0.077,0.06,7.518,8.25,0.237,0.213,0.245,0.299
earthworm jim,17.0,10.0,Game Titan,"ds, game-boy-advance",2.0,6102.0,2001,Platform,Interplay,0.2,0.08,0.0,0.01,0.29,72,1.38,29.59,0.46,61.7,6.88,0.9,1.79,4.04,28.25,10.31,8.97,21.97,2.24,1.35,20.18,34.53,15.41,15.14,23.64,11.29,0.343,-0.036,0.144,6.471,5.714,0.149,0.137,0.112,0.227
eat lead: the return of matt hazard,20.0,53.0,Vicious Cycle,"playstation-3, xbox-360",2.0,9543.0,2009,Shooter,D3Publisher,0.19,0.03,0.0,0.02,0.24,53,15.15,54.55,1.52,21.21,7.58,0.0,0.0,0.0,47.22,0.0,27.78,2.78,2.78,0.0,19.44,28.74,24.55,11.38,13.17,22.16,0.34,-0.051,-0.549,5.886,5.286,-0.103,-0.136,-0.105,-0.127
ecco the dolphin: defender of the future,25.0,26.0,Appaloosa Interactive,"playstation-2, dreamcast",2.0,9169.0,2002,Adventure,Sony,0.07,0.05,0.0,0.02,0.14,84,2.76,19.31,0.0,60.69,17.24,0.0,1.72,1.72,15.52,0.0,32.76,1.72,31.03,3.45,12.07,15.36,12.36,14.98,31.84,25.47,0.747,0.124,0.317,7.867,8.111,0.391,0.368,0.376,0.444
echochrome,13.0,32.0,SCE/WWS,"playstation-3, psp",2.0,10908.0,2008,Puzzle,Sony,0.0,0.01,0.08,0.0,0.09,81,2.6,50.65,2.6,40.26,3.9,0.0,0.0,0.0,36.36,0.0,22.73,18.18,0.0,0.0,22.73,9.7,6.35,8.03,35.45,40.47,0.748,0.086,0.663,7.133,7.667,0.503,0.489,0.489,0.655
edna & harvey: harvey's new eyes,112.0,19.0,Daedalic Entertainment,"playstation-4, xbox-one, pc",3.0,11230.0,2011,Adventure,Rondomedia,0.0,0.07,0.0,0.01,0.08,75,6.45,82.26,1.61,9.68,0.0,0.0,0.0,0.0,27.66,0.0,4.26,8.51,0.0,0.0,59.57,39.51,34.57,1.23,13.58,11.11,0.885,0.126,0.193,7.75,7.75,0.392,0.359,0.403,0.47
el shaddai: ascension of the metatron,51.0,46.0,Ignition Entertainment,"playstation-3, xbox-360",2.0,7289.5,2011,Action,Ignition Entertainment,0.18,0.12,0.11,0.04,0.4499999999999999,78,7.45,65.22,1.24,23.6,2.48,1.08,3.23,0.0,38.71,0.0,30.11,0.0,2.15,1.08,23.66,41.42,6.15,11.65,15.86,24.92,0.259,0.057,0.208,7.212,7.147,0.176,0.171,0.17,0.199
elebits,22.0,46.0,Konami,wii,1.0,5523.0,2006,Action,Konami Digital Entertainment,0.22,0.01,0.08,0.02,0.33,75,16.55,63.45,2.07,15.86,2.07,0.0,3.13,0.0,20.31,0.0,42.19,3.13,18.75,3.13,9.38,27.6,7.69,11.31,26.24,27.15,0.355,0.014,-0.225,6.9,6.0,0.038,0.015,-0.034,-0.021
elite beat agents,97.0,51.0,iNiS,ds,1.0,5030.0,2006,Misc,Nintendo,0.31,0.03,0.0,0.03,0.37,87,3.86,35.4,0.34,55.2,5.2,0.25,6.68,0.74,20.79,4.21,29.46,10.4,11.39,1.98,14.11,46.26,25.72,5.68,13.72,8.62,0.618,0.057,0.539,8.3,7.95,0.407,0.396,0.398,0.553
empire earth,202.0,23.0,Stainless Steel Studios,pc,1.0,13169.0,2001,Strategy,Vivendi Games,0.0,0.04,0.0,0.01,0.05,81,6.58,56.58,0.66,30.92,5.26,0.0,30.34,0.0,7.87,2.25,14.61,2.25,21.35,17.98,3.37,34.32,16.97,9.23,26.57,12.92,0.639,0.114,0.659,8.4,8.6,0.476,0.467,0.491,0.645
empire earth ii,79.0,39.0,Mad Doc Software,pc,1.0,14411.0,2005,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,79,8.11,72.97,1.35,14.86,2.7,0.0,19.44,0.0,16.67,0.0,27.78,0.0,27.78,2.78,5.56,26.0,16.0,7.33,35.33,15.33,0.482,0.062,-0.495,7.4,7.75,-0.002,-0.038,-0.02,-0.09
empire earth iii,46.0,40.0,Mad Doc Software,pc,1.0,13774.0,2007,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,50,17.86,75.0,0.0,7.14,0.0,0.0,0.0,0.0,20.0,0.0,50.0,10.0,0.0,0.0,20.0,25.45,5.45,9.09,34.55,25.45,-0.049,-0.054,-0.711,3.3,3.4,-0.287,-0.306,-0.313,-0.472
empire: total war,901.0,62.0,Creative Assembly,pc,1.0,1884.0,2009,Strategy,Sega,0.01,0.97,0.0,0.11,1.09,90,5.08,65.54,0.56,25.42,3.39,0.0,42.16,0.0,3.92,0.0,8.82,0.98,19.61,20.59,3.92,29.85,9.95,8.01,27.91,24.27,0.061,0.011,0.024,7.6,6.63,0.032,0.03,0.025,0.026
enchanted arms,42.0,54.0,From Software,"playstation-3, xbox-360",2.0,7635.0,2007,Role-Playing,Ubisoft,0.33,0.03,0.0,0.04,0.3999999999999999,69,16.6,66.4,2.83,13.77,0.4,0.75,6.02,0.0,4.51,0.0,16.54,0.75,49.62,19.55,2.26,15.97,22.93,9.6,24.73,26.77,0.233,0.023,-0.078,6.976,6.118,0.054,0.041,0.052,0.027
enclave,8.0,28.0,Starbreeze,"pc, xbox",2.0,9191.0,2002,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.15,66,6.14,70.18,0.88,21.05,1.75,0.0,0.0,0.0,25.32,1.27,45.57,2.53,10.13,1.27,13.92,37.06,21.76,8.82,16.47,15.88,0.356,0.013,-0.04,7.216,7.158,0.104,0.086,0.084,0.084
endless ocean,28.0,42.0,Arika,wii,1.0,1892.0,2007,Adventure,Nintendo,0.44,0.47,0.09,0.09,1.09,72,32.16,46.73,15.58,4.02,1.51,1.87,15.89,0.0,12.15,0.93,15.89,3.74,36.45,7.48,5.61,34.71,8.68,7.5,25.44,23.67,0.826,0.11,0.254,7.8,8.5,0.39,0.361,0.366,0.468
endless ocean: blue world,34.0,42.0,Arika,wii,1.0,2367.0,2009,Simulation,Nintendo,0.47,0.22,0.12,0.07,0.8799999999999999,76,26.89,62.26,5.19,5.19,0.47,0.0,54.01,0.0,5.84,0.0,5.11,2.19,10.95,20.44,1.46,41.07,12.24,8.93,20.92,16.84,0.774,0.088,0.676,8.6,9.5,0.516,0.502,0.51,0.661
enemy front,142.0,13.0,CI Games,"playstation-3, xbox-360, pc",3.0,12548.0,2014,Shooter,City Interactive,0.03,0.08,0.0,0.01,0.12,52,10.71,71.43,3.57,10.71,3.57,0.0,0.0,0.0,20.0,5.0,0.0,30.0,0.0,0.0,45.0,48.57,17.14,5.71,17.14,11.43,0.203,-0.004,-0.321,5.626,5.441,-0.051,-0.07,-0.074,-0.102
enemy territory: quake wars,65.0,55.0,Splash Damage,"playstation-3, xbox-360, pc",3.0,8520.33,2008,Shooter,Activision,0.54,0.18,0.0,0.08,0.7999999999999999,84,22.22,55.56,3.7,18.52,0.0,0.0,0.0,0.0,25.0,0.0,16.67,25.0,8.33,0.0,25.0,22.88,11.02,3.39,24.58,38.14,0.469,0.073,0.028,7.1,7.071,0.184,0.164,0.174,0.164
enslaved: odyssey to the west,378.0,72.0,Ninja Theory,"playstation-3, xbox-360, pc",3.0,3597.5,2010,Action,Namco Bandai Games,0.54,0.43,0.01,0.14,1.12,82,20.89,68.54,1.17,9.39,0.0,0.0,1.39,0.0,42.01,0.0,34.72,0.35,5.21,1.04,15.28,50.89,16.33,6.71,13.16,12.91,0.61,0.046,0.273,7.699,7.787,0.307,0.287,0.309,0.399
enter the matrix,19.0,33.0,Shiny Entertainment,"pc, playstation-2, xbox, gamecube",4.0,2143.67,2003,Action,Atari,2.84,1.64,0.12,0.24,4.840000000000001,65,17.14,57.62,2.86,19.52,2.86,0.0,4.8,0.8,32.0,0.8,32.0,2.4,4.0,0.0,23.2,37.96,19.59,6.94,18.78,16.73,0.445,0.028,-0.187,7.618,6.864,0.085,0.059,0.059,0.062
enthusia professional racing,19.0,43.0,Konami,playstation-2,1.0,8778.0,2005,Racing,Konami Digital Entertainment,0.07,0.06,0.0,0.02,0.15,70,1.82,32.73,0.0,54.55,10.91,3.23,38.71,0.0,12.9,0.0,16.13,3.23,12.9,9.68,3.23,21.05,14.74,16.84,22.11,25.26,0.732,0.158,0.537,7.6,6.556,0.476,0.461,0.476,0.565
eragon,11.0,32.0,Stormfront Studios,"xbox-360, pc, ds, playstation-2, psp, game-boy-advance",6.0,9302.0,2006,Action,Vivendi Games,0.35,0.03,0.0,0.03,0.41,48,29.41,52.94,10.29,5.88,1.47,0.0,0.0,0.0,23.81,2.38,11.9,9.52,0.0,2.38,50.0,36.84,21.93,10.53,13.16,17.54,0.43,-0.028,-0.447,6.409,6.818,-0.031,-0.065,-0.053,-0.057
escape dead island,61.0,25.0,Fatshark,"playstation-3, xbox-360, pc",3.0,11227.5,2014,Action,Deep Silver,0.06,0.09,0.0,0.02,0.1699999999999999,40,4.0,84.0,0.0,12.0,0.0,0.0,0.0,0.0,42.86,0.0,42.86,0.0,0.0,0.0,14.29,45.45,24.24,9.09,15.15,6.06,-0.197,-0.083,-0.568,3.628,4.778,-0.292,-0.301,-0.312,-0.386
escape from monkey island,124.0,32.0,LucasArts,"pc, playstation-2",2.0,10468.0,2001,Adventure,LucasArts,0.05,0.04,0.0,0.01,0.0999999999999999,86,5.34,71.76,0.0,22.14,0.76,0.0,3.41,0.0,27.27,0.0,45.45,3.41,6.82,0.0,13.64,40.46,37.02,5.73,8.78,8.02,0.127,-0.062,-0.499,7.688,6.5,-0.157,-0.179,-0.205,-0.246
espn nba 2k5,8.0,28.0,Visual Concepts,"playstation-2, xbox",2.0,1667.0,2004,Sports,Global Star,2.14,0.16,0.0,0.25,2.5500000000000003,85,34.48,58.62,0.0,3.45,3.45,0.0,25.0,0.0,33.33,0.0,8.33,0.0,25.0,8.33,0.0,22.39,19.4,4.48,29.85,23.88,0.388,0.053,-0.98,7.9,7.0,-0.208,-0.254,-0.255,-0.421
espn nfl 2k5,72.0,42.0,Visual Concepts,"playstation-2, xbox",2.0,853.0,2004,Sports,Sega,3.69,0.1399999999999999,0.0,0.43,4.26,92,9.3,74.42,2.33,12.79,1.16,0.0,21.05,0.0,15.79,2.63,13.16,0.0,26.32,21.05,0.0,26.63,22.83,4.35,32.07,14.13,0.69,0.085,0.56,8.353,9.85,0.447,0.433,0.453,0.595
espn nhl 2k5,10.0,32.0,Kush Games,"playstation-2, xbox",2.0,3488.0,2004,Sports,Global Star,0.75,0.42,0.0,0.13,1.2999999999999998,88,11.54,76.92,0.0,11.54,0.0,0.0,14.29,0.0,14.29,0.0,28.57,7.14,35.71,0.0,0.0,26.92,11.54,3.85,32.69,25.0,0.924,0.046,0.331,6.8,8.0,0.428,0.396,0.432,0.583
eternal darkness: sanity's requiem,238.0,41.0,Silicon Knights,gamecube,1.0,4479.0,2002,Adventure,Nintendo,0.34,0.09,0.0,0.01,0.44,92,5.83,68.1,0.42,23.58,2.08,0.0,3.21,0.21,19.44,0.21,48.08,1.71,17.74,2.56,6.84,32.47,29.35,9.85,15.29,13.04,0.295,0.07,0.144,8.7,8.38,0.168,0.16,0.184,0.234
eternal sonata,89.0,56.0,Tri-Crescendo,"playstation-3, xbox-360",2.0,4959.0,2008,Role-Playing,Atari,0.38,0.17,0.15,0.08,0.78,79,22.33,64.53,1.97,10.34,0.82,0.26,7.67,0.0,1.79,0.0,20.2,0.0,49.62,19.18,1.28,35.06,15.71,8.44,20.21,20.58,0.537,0.072,0.131,7.827,7.4,0.241,0.222,0.228,0.259
etrian mystery dungeon,58.0,44.0,Spike Chunsoft,3ds,1.0,6963.0,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.12,0.01,0.2299999999999999,77,8.6,46.24,1.43,35.48,8.24,0.0,20.51,0.85,10.26,0.0,9.4,0.0,24.79,32.48,1.71,29.81,5.57,15.6,40.67,8.36,0.527,-0.033,-0.347,7.9,6.0,0.034,-0.001,0.036,0.072
etrian odyssey,31.0,30.0,Lancarse,ds,1.0,5361.0,2007,Role-Playing,Nintendo,0.2,0.03,0.09,0.02,0.34,75,2.84,14.77,0.38,59.47,22.54,0.0,33.85,0.0,6.15,0.38,5.77,0.0,17.31,35.0,1.54,27.32,11.39,11.49,30.21,19.59,0.749,0.145,0.141,7.9,7.286,0.336,0.308,0.288,0.364
etrian odyssey ii: heroes of lagaard,25.0,17.0,Atlus,ds,1.0,8423.0,2008,Role-Playing,Atlus,0.1,0.0,0.26,0.01,0.37,82,3.67,16.1,0.28,62.15,17.8,1.05,38.95,0.0,6.32,0.0,6.84,0.53,16.32,28.95,1.05,23.31,10.22,8.73,32.15,25.6,0.915,0.188,0.194,7.8,10.0,0.422,0.389,0.501,0.607
etrian odyssey iii: the drowned city,29.0,23.0,Atlus,ds,1.0,5562.0,2010,Role-Playing,Atlus,0.13,0.0,0.19,0.01,0.33,77,2.61,16.47,0.4,65.06,15.46,0.0,55.08,0.0,4.69,0.0,3.52,0.39,13.67,22.66,0.0,27.59,12.64,16.99,24.78,18.01,0.931,0.06,0.079,8.5,7.833,0.345,0.305,0.384,0.524
