GPSID,GamePlatformID,game_title,platform,user_positive_count,user_positive_percent,user_mixed_count,user_mixed_percent,user_negative_count,user_negative_percent,critic_positive_count,critic_positive_percent,critic_mixed_count,critic_mixed_percent,critic_negative_count,critic_negative_percent
135,334,blazblue: calamity trigger,playstation-3,43.0,-0.75,9.0,-0.16,5.0,-0.09,47.0,-0.94,3.0,-0.06,0.0,0.0
136,519,blazblue: calamity trigger,xbox-360,28.0,-0.8,4.0,-0.11,3.0,-0.09,49.0,-0.96,2.0,-0.04,0.0,0.0
138,386,blazblue: calamity trigger,psp,11.0,-0.65,4.0,-0.24,2.0,-0.12,13.0,-0.93,1.0,-0.07,0.0,0.0
139,304,f.e.a.r. 2: project origin,playstation-3,52.0,-0.63,26.0,-0.32,4.0,-0.05,38.0,-0.79,10.0,-0.21,0.0,0.0
140,522,f.e.a.r. 2: project origin,xbox-360,70.0,-0.63,39.0,-0.35,3.0,-0.03,50.0,-0.74,18.0,-0.26,0.0,0.0
141,100,f.e.a.r. 2: project origin,pc,265.0,-0.56,182.0,-0.38,26.0,-0.05,39.0,-0.8,10.0,-0.2,0.0,0.0
147,118,edna & harvey: harvey's new eyes,pc,80.0,-0.71,24.0,-0.21,8.0,-0.07,11.0,-0.58,8.0,-0.42,0.0,0.0
148,547,sunset overdrive,xbox-one,1200.0,-0.76,177.0,-0.11,202.0,-0.13,72.0,-0.81,17.0,-0.19,0.0,0.0
149,120,sunset overdrive,pc,98.0,-0.64,36.0,-0.24,18.0,-0.12,4.0,-1.0,0.0,0.0,0.0,0.0
150,122,battlefield vietnam,pc,100.0,-0.65,44.0,-0.29,9.0,-0.06,45.0,-0.94,3.0,-0.06,0.0,0.0
151,548,fighter within,xbox-one,50.0,-0.23,6.0,-0.03,160.0,-0.74,0.0,0.0,1.0,-0.03,38.0,-0.97
152,532,velvet assassin,xbox-360,12.0,-0.44,8.0,-0.3,7.0,-0.26,5.0,-0.11,33.0,-0.72,8.0,-0.17
153,124,velvet assassin,pc,32.0,-0.37,32.0,-0.37,23.0,-0.26,7.0,-0.24,16.0,-0.55,6.0,-0.21
154,301,wet,playstation-3,26.0,-0.39,30.0,-0.45,11.0,-0.16,23.0,-0.38,36.0,-0.59,2.0,-0.03
155,477,wet,xbox-360,28.0,-0.43,32.0,-0.49,5.0,-0.08,25.0,-0.32,54.0,-0.68,0.0,0.0
156,266,medal of honor: european assault,playstation-2,37.0,-0.65,15.0,-0.26,5.0,-0.09,19.0,-0.58,12.0,-0.36,2.0,-0.06
157,475,medal of honor: european assault,xbox,12.0,-0.6,7.0,-0.35,1.0,-0.05,25.0,-0.6,15.0,-0.36,2.0,-0.05
158,87,medal of honor: european assault,gamecube,3.0,-0.38,4.0,-0.5,1.0,-0.13,13.0,-0.59,7.0,-0.32,2.0,-0.09
159,54,star wars episode ii: attack of the clones,game-boy-advance,2.0,-0.15,3.0,-0.23,8.0,-0.62,0.0,0.0,6.0,-0.43,8.0,-0.57
160,274,monster hunter,playstation-2,23.0,-0.64,7.0,-0.19,6.0,-0.17,15.0,-0.41,19.0,-0.51,3.0,-0.08
161,268,ico,playstation-2,434.0,-0.83,66.0,-0.13,26.0,-0.05,59.0,-1.0,0.0,0.0,0.0,0.0
162,427,the wonderful 101,wii-u,475.0,-0.86,34.0,-0.06,41.0,-0.07,52.0,-0.69,23.0,-0.31,0.0,0.0
163,101,indiana jones and the emperor's tomb,pc,45.0,-0.7,14.0,-0.22,5.0,-0.08,7.0,-0.47,7.0,-0.47,1.0,-0.07
164,223,indiana jones and the emperor's tomb,playstation-2,12.0,-0.86,1.0,-0.07,1.0,-0.07,7.0,-0.41,8.0,-0.47,2.0,-0.12
165,457,indiana jones and the emperor's tomb,xbox,14.0,-0.74,3.0,-0.16,2.0,-0.11,24.0,-0.56,17.0,-0.4,2.0,-0.05
166,263,king arthur,playstation-2,9.0,-0.64,5.0,-0.36,0.0,0.0,1.0,-0.05,15.0,-0.68,6.0,-0.27
168,524,kinect adventures!,xbox-360,45.0,-0.32,75.0,-0.53,22.0,-0.15,5.0,-0.11,35.0,-0.78,5.0,-0.11
169,403,final fantasy crystal chronicles: echoes of time,wii,2.0,-0.25,4.0,-0.5,2.0,-0.25,7.0,-0.24,19.0,-0.66,3.0,-0.1
170,45,final fantasy crystal chronicles: echoes of time,ds,14.0,-0.58,8.0,-0.33,2.0,-0.08,24.0,-0.65,12.0,-0.32,1.0,-0.03
171,404,brothers in arms: double time,wii,1.0,-0.25,1.0,-0.25,2.0,-0.5,0.0,0.0,4.0,-0.31,9.0,-0.69
172,65,mega man zero 3,game-boy-advance,57.0,-0.83,2.0,-0.03,10.0,-0.14,12.0,-0.57,9.0,-0.43,0.0,0.0
173,2,fire emblem: awakening,3ds,1500.0,-0.9,83.0,-0.05,86.0,-0.05,72.0,-1.0,0.0,0.0,0.0,0.0
174,405,fragile dreams: farewell ruins of the moon,wii,38.0,-0.81,7.0,-0.15,2.0,-0.04,11.0,-0.27,28.0,-0.68,2.0,-0.05
175,260,monster jam: maximum destruction,playstation-2,0.0,0.0,3.0,-0.75,1.0,-0.25,0.0,0.0,4.0,-0.36,7.0,-0.64
176,42,inazuma eleven,ds,34.0,-0.77,6.0,-0.14,4.0,-0.09,6.0,-0.55,5.0,-0.45,0.0,0.0
177,7,inazuma eleven,3ds,55.0,-0.71,16.0,-0.21,7.0,-0.09,8.0,-0.53,7.0,-0.47,0.0,0.0
178,406,sonic & sega all-stars racing,wii,33.0,-0.77,9.0,-0.21,1.0,-0.02,19.0,-0.9,2.0,-0.1,0.0,0.0
179,309,sonic & sega all-stars racing,playstation-3,49.0,-0.8,11.0,-0.18,1.0,-0.02,31.0,-0.7,13.0,-0.3,0.0,0.0
180,521,sonic & sega all-stars racing,xbox-360,63.0,-0.8,14.0,-0.18,2.0,-0.03,45.0,-0.75,14.0,-0.23,1.0,-0.02
181,112,sonic & sega all-stars racing,pc,44.0,-0.88,6.0,-0.12,0.0,0.0,1.0,-0.25,3.0,-0.75,0.0,0.0
182,47,sonic & sega all-stars racing,ds,13.0,-0.65,6.0,-0.3,1.0,-0.05,16.0,-0.8,4.0,-0.2,0.0,0.0
184,16,combat of giants: dinosaurs 3d,3ds,4.0,-0.36,3.0,-0.27,4.0,-0.36,0.0,0.0,7.0,-0.39,11.0,-0.61
185,311,50 cent: blood on the sand,playstation-3,8.0,-0.22,19.0,-0.53,9.0,-0.25,17.0,-0.46,20.0,-0.54,0.0,0.0
186,520,50 cent: blood on the sand,xbox-360,18.0,-0.33,27.0,-0.49,10.0,-0.18,23.0,-0.43,31.0,-0.57,0.0,0.0
187,312,wolfenstein 3d,playstation-3,18.0,-0.64,7.0,-0.25,3.0,-0.11,3.0,-0.5,3.0,-0.5,0.0,0.0
188,517,wolfenstein 3d,xbox-360,24.0,-0.63,12.0,-0.32,2.0,-0.05,4.0,-0.4,4.0,-0.4,2.0,-0.2
189,66,wolfenstein 3d,game-boy-advance,9.0,-0.6,6.0,-0.4,0.0,0.0,0.0,0.0,8.0,-0.89,1.0,-0.11
190,410,tenchu: shadow assassins,wii,14.0,-0.58,4.0,-0.17,6.0,-0.25,13.0,-0.37,21.0,-0.6,1.0,-0.03
191,359,tenchu: shadow assassins,psp,27.0,-0.73,3.0,-0.08,7.0,-0.19,5.0,-0.28,12.0,-0.67,1.0,-0.06
192,62,sonic advance,game-boy-advance,104.0,-0.67,44.0,-0.28,7.0,-0.05,22.0,-1.0,0.0,0.0,0.0,0.0
193,458,gunvalkyrie,xbox,5.0,-0.45,3.0,-0.27,3.0,-0.27,15.0,-0.54,12.0,-0.43,1.0,-0.04
194,340,rocket league,playstation-4,1900.0,-0.77,364.0,-0.15,190.0,-0.08,47.0,-0.94,3.0,-0.06,0.0,0.0
195,553,rocket league,xbox-one,281.0,-0.77,46.0,-0.13,40.0,-0.11,22.0,-1.0,0.0,0.0,0.0,0.0
196,166,rocket league,pc,1100.0,-0.71,224.0,-0.14,232.0,-0.15,17.0,-0.77,3.0,-0.14,0.0,0.0
197,94,rocket league,nintendo-switch,303.0,-0.74,66.0,-0.16,41.0,-0.1,31.0,-0.94,1.0,-0.03,0.0,0.0
198,273,ford mustang: the legend lives,playstation-2,2.0,-0.5,0.0,0.0,2.0,-0.5,3.0,-0.6,0.0,0.0,2.0,-0.4
200,271,yu-gi-oh! capsule monster coliseum,playstation-2,27.0,-0.71,10.0,-0.26,1.0,-0.03,1.0,-0.11,7.0,-0.78,1.0,-0.11
201,402,avatar: the last airbender - the burning earth,wii,0.0,0.0,2.0,-0.5,2.0,-0.5,0.0,0.0,3.0,-0.75,1.0,-0.25
202,536,avatar: the last airbender - the burning earth,xbox-360,3.0,-0.16,6.0,-0.32,10.0,-0.53,2.0,-0.29,1.0,-0.14,4.0,-0.57
203,24,avatar: the last airbender - the burning earth,ds,5.0,-0.71,0.0,0.0,2.0,-0.29,0.0,0.0,4.0,-1.0,0.0,0.0
204,269,avatar: the last airbender - the burning earth,playstation-2,4.0,-0.44,4.0,-0.44,1.0,-0.11,0.0,0.0,3.0,-0.75,1.0,-0.25
207,295,ridge racer unbounded,playstation-3,15.0,-0.45,7.0,-0.21,11.0,-0.33,9.0,-0.45,11.0,-0.55,0.0,0.0
208,543,ridge racer unbounded,xbox-360,39.0,-0.66,12.0,-0.2,8.0,-0.14,31.0,-0.53,23.0,-0.39,5.0,-0.08
209,151,ridge racer unbounded,pc,36.0,-0.38,27.0,-0.29,31.0,-0.33,3.0,-0.33,6.0,-0.67,0.0,0.0
210,153,medieval ii: total war,pc,794.0,-0.92,62.0,-0.07,10.0,-0.01,39.0,-1.0,0.0,0.0,0.0,0.0
211,157,sherlock holmes: the mystery of the mummy,pc,2.0,-0.18,6.0,-0.55,3.0,-0.27,1.0,-0.08,11.0,-0.85,1.0,-0.08
212,40,sherlock holmes: the mystery of the mummy,ds,2.0,-0.22,2.0,-0.22,5.0,-0.56,0.0,0.0,7.0,-0.88,1.0,-0.13
213,32,final fantasy fables: chocobo tales,ds,13.0,-0.46,13.0,-0.46,2.0,-0.07,25.0,-0.6,15.0,-0.36,2.0,-0.05
214,251,nobunaga's ambition: rise to power,playstation-2,6.0,-0.75,1.0,-0.13,1.0,-0.13,3.0,-0.43,4.0,-0.57,0.0,0.0
215,222,naruto: ultimate ninja 3,playstation-2,59.0,-0.78,16.0,-0.21,1.0,-0.01,16.0,-0.67,8.0,-0.33,0.0,0.0
216,41,nicktoons: battle for volcano island,ds,2.0,-0.5,1.0,-0.25,1.0,-0.25,1.0,-0.17,4.0,-0.67,1.0,-0.17
217,191,nicktoons: battle for volcano island,playstation-2,6.0,-0.32,13.0,-0.68,0.0,0.0,1.0,-0.14,4.0,-0.57,2.0,-0.29
218,60,nicktoons: battle for volcano island,game-boy-advance,4.0,-0.5,2.0,-0.25,2.0,-0.25,1.0,-0.17,5.0,-0.83,0.0,0.0
220,188,myst iii: exile,pc,39.0,-0.7,16.0,-0.29,1.0,-0.02,19.0,-0.86,3.0,-0.14,0.0,0.0
221,394,battalion wars 2,wii,28.0,-0.7,10.0,-0.25,2.0,-0.05,26.0,-0.68,12.0,-0.32,0.0,0.0
222,470,blood wake,xbox,4.0,-0.4,6.0,-0.6,0.0,0.0,17.0,-0.57,13.0,-0.43,0.0,0.0
223,190,yu yu hakusho: dark tournament,playstation-2,3.0,-0.43,1.0,-0.14,3.0,-0.43,1.0,-0.07,11.0,-0.73,3.0,-0.2
224,313,inversion,playstation-3,20.0,-0.41,11.0,-0.22,18.0,-0.37,1.0,-0.04,16.0,-0.7,6.0,-0.26
225,539,inversion,xbox-360,34.0,-0.4,33.0,-0.39,17.0,-0.2,2.0,-0.04,37.0,-0.73,12.0,-0.24
226,104,inversion,pc,57.0,-0.43,55.0,-0.41,22.0,-0.16,0.0,0.0,5.0,-0.83,1.0,-0.17
227,46,bleach: the blade of fate,ds,11.0,-0.52,5.0,-0.24,5.0,-0.24,28.0,-0.88,4.0,-0.13,0.0,0.0
228,216,shin megami tensei: digital devil saga 2,playstation-2,103.0,-0.87,6.0,-0.05,9.0,-0.08,33.0,-0.87,5.0,-0.13,0.0,0.0
229,1,shin megami tensei: devil survivor overclocked,3ds,169.0,-0.82,14.0,-0.07,24.0,-0.12,19.0,-0.7,7.0,-0.26,1.0,-0.04
230,192,we love katamari,playstation-2,51.0,-0.82,10.0,-0.16,1.0,-0.02,60.0,-0.98,1.0,-0.02,0.0,0.0
231,310,wanted: weapons of fate,playstation-3,12.0,-0.43,13.0,-0.46,3.0,-0.11,9.0,-0.16,41.0,-0.73,6.0,-0.11
232,538,wanted: weapons of fate,xbox-360,9.0,-0.32,17.0,-0.61,2.0,-0.07,11.0,-0.18,45.0,-0.74,5.0,-0.08
233,111,wanted: weapons of fate,pc,19.0,-0.37,30.0,-0.58,3.0,-0.06,2.0,-0.08,20.0,-0.83,2.0,-0.08
234,307,mass effect 3,playstation-3,1100.0,-0.53,217.0,-0.11,739.0,-0.37,30.0,-1.0,0.0,0.0,0.0,0.0
235,537,mass effect 3,xbox-360,2300.0,-0.55,540.0,-0.13,1400.0,-0.32,74.0,-1.0,0.0,0.0,0.0,0.0
236,107,mass effect 3,pc,3700.0,-0.51,1100.0,-0.16,2400.0,-0.33,23.0,-1.0,0.0,0.0,0.0,0.0
237,436,mass effect 3,wii-u,162.0,-0.7,26.0,-0.11,43.0,-0.19,32.0,-0.97,1.0,-0.03,0.0,0.0
238,103,freelancer,pc,209.0,-0.87,22.0,-0.09,8.0,-0.03,34.0,-0.87,5.0,-0.13,0.0,0.0
239,79,cubivore: survival of the fittest,gamecube,11.0,-0.69,3.0,-0.19,2.0,-0.13,5.0,-0.42,7.0,-0.58,0.0,0.0
240,303,borderlands 2,playstation-3,845.0,-0.79,137.0,-0.13,86.0,-0.08,25.0,-1.0,0.0,0.0,0.0,0.0
241,531,borderlands 2,xbox-360,1100.0,-0.79,203.0,-0.14,96.0,-0.07,58.0,-0.98,1.0,-0.02,0.0,0.0
242,115,borderlands 2,pc,2800.0,-0.77,552.0,-0.15,291.0,-0.08,37.0,-0.97,1.0,-0.03,0.0,0.0
243,356,borderlands 2,playstation-vita,267.0,-0.71,55.0,-0.15,53.0,-0.14,7.0,-0.23,21.0,-0.68,3.0,-0.1
245,341,motogp 14,playstation-4,16.0,-0.46,9.0,-0.26,10.0,-0.29,16.0,-0.57,12.0,-0.43,0.0,0.0
246,127,motogp 14,pc,3.0,-0.13,2.0,-0.09,18.0,-0.78,3.0,-0.6,2.0,-0.4,0.0,0.0
248,299,soldier of fortune: payback,playstation-3,2.0,-0.25,4.0,-0.5,2.0,-0.25,0.0,0.0,9.0,-0.64,5.0,-0.36
249,511,soldier of fortune: payback,xbox-360,2.0,-0.15,2.0,-0.15,9.0,-0.69,0.0,0.0,25.0,-0.71,10.0,-0.29
250,123,soldier of fortune: payback,pc,6.0,-0.19,9.0,-0.29,16.0,-0.52,0.0,0.0,6.0,-0.46,7.0,-0.54
251,213,wild arms 5,playstation-2,18.0,-0.72,3.0,-0.12,4.0,-0.16,12.0,-0.46,14.0,-0.54,0.0,0.0
252,413,cooking mama: cook off,wii,6.0,-0.5,5.0,-0.42,1.0,-0.08,8.0,-0.22,24.0,-0.65,5.0,-0.14
253,346,samurai warriors 4-ii,playstation-4,29.0,-0.69,3.0,-0.07,10.0,-0.24,12.0,-0.46,14.0,-0.54,0.0,0.0
255,215,time crisis 3,playstation-2,10.0,-0.56,8.0,-0.44,0.0,0.0,25.0,-0.86,4.0,-0.14,0.0,0.0
256,317,dirt showdown,playstation-3,21.0,-0.45,17.0,-0.36,9.0,-0.19,17.0,-0.63,10.0,-0.37,0.0,0.0
257,487,dirt showdown,xbox-360,35.0,-0.5,17.0,-0.24,18.0,-0.26,34.0,-0.64,18.0,-0.34,1.0,-0.02
258,126,dirt showdown,pc,73.0,-0.35,72.0,-0.34,65.0,-0.31,6.0,-0.55,4.0,-0.36,1.0,-0.09
259,221,fifa street,playstation-2,29.0,-0.69,11.0,-0.26,2.0,-0.05,2.0,-0.07,23.0,-0.79,4.0,-0.14
260,463,fifa street,xbox,5.0,-0.83,1.0,-0.17,0.0,0.0,2.0,-0.1,15.0,-0.71,4.0,-0.19
261,342,call of duty: advanced warfare,playstation-4,732.0,-0.41,503.0,-0.28,542.0,-0.31,35.0,-0.9,4.0,-0.1,0.0,0.0
262,550,call of duty: advanced warfare,xbox-one,472.0,-0.41,294.0,-0.26,376.0,-0.33,45.0,-0.85,8.0,-0.15,0.0,0.0
263,160,call of duty: advanced warfare,pc,415.0,-0.31,318.0,-0.24,605.0,-0.45,15.0,-0.83,2.0,-0.11,1.0,-0.06
264,331,r.u.s.e.,playstation-3,35.0,-0.67,12.0,-0.23,5.0,-0.1,26.0,-0.7,11.0,-0.3,0.0,0.0
265,479,r.u.s.e.,xbox-360,25.0,-0.61,13.0,-0.32,3.0,-0.07,33.0,-0.73,12.0,-0.27,0.0,0.0
266,164,r.u.s.e.,pc,146.0,-0.71,42.0,-0.2,17.0,-0.08,21.0,-0.64,12.0,-0.36,0.0,0.0
267,83,mario party 5,gamecube,70.0,-0.64,30.0,-0.27,10.0,-0.09,15.0,-0.45,15.0,-0.45,3.0,-0.09
268,330,mx vs. atv reflex,playstation-3,5.0,-0.5,3.0,-0.3,2.0,-0.2,25.0,-0.57,18.0,-0.41,1.0,-0.02
269,480,mx vs. atv reflex,xbox-360,14.0,-0.54,5.0,-0.19,7.0,-0.27,34.0,-0.72,13.0,-0.28,0.0,0.0
271,329,sly cooper: thieves in time,playstation-3,379.0,-0.76,90.0,-0.18,29.0,-0.06,43.0,-0.62,26.0,-0.38,0.0,0.0
272,357,sly cooper: thieves in time,playstation-vita,129.0,-0.73,35.0,-0.2,13.0,-0.07,9.0,-0.6,6.0,-0.4,0.0,0.0
273,327,mindjack,playstation-3,5.0,-0.09,4.0,-0.07,45.0,-0.83,1.0,-0.03,11.0,-0.35,19.0,-0.61
274,483,mindjack,xbox-360,9.0,-0.07,5.0,-0.04,108.0,-0.89,0.0,0.0,16.0,-0.38,26.0,-0.62
275,28,naruto: ninja destiny,ds,1.0,-0.14,2.0,-0.29,4.0,-0.57,4.0,-0.18,15.0,-0.68,3.0,-0.14
276,88,battalion wars,gamecube,12.0,-0.63,6.0,-0.32,1.0,-0.05,28.0,-0.65,14.0,-0.33,1.0,-0.02
277,9,project x zone,3ds,96.0,-0.62,37.0,-0.24,23.0,-0.15,22.0,-0.42,29.0,-0.55,2.0,-0.04
278,417,mario strikers charged,wii,103.0,-0.73,35.0,-0.25,3.0,-0.02,34.0,-0.72,13.0,-0.28,0.0,0.0
279,507,state of decay,xbox-360,427.0,-0.66,110.0,-0.17,113.0,-0.17,37.0,-0.71,15.0,-0.29,0.0,0.0
280,167,state of decay,pc,347.0,-0.54,181.0,-0.28,109.0,-0.17,6.0,-0.67,3.0,-0.33,0.0,0.0
281,182,dead man's hand,pc,3.0,-0.33,4.0,-0.44,2.0,-0.22,3.0,-0.2,10.0,-0.67,2.0,-0.13
282,466,dead man's hand,xbox,2.0,-0.4,1.0,-0.2,2.0,-0.4,6.0,-0.19,21.0,-0.68,4.0,-0.13
283,73,eternal darkness: sanity's requiem,gamecube,205.0,-0.86,23.0,-0.1,11.0,-0.05,40.0,-0.98,1.0,-0.02,0.0,0.0
284,15,blazblue: continuum shift ii,3ds,14.0,-0.58,5.0,-0.21,5.0,-0.21,3.0,-0.21,9.0,-0.64,2.0,-0.14
285,360,blazblue: continuum shift ii,psp,9.0,-0.6,3.0,-0.2,3.0,-0.2,4.0,-0.5,4.0,-0.5,0.0,0.0
286,490,tropico 5,xbox-360,6.0,-0.46,4.0,-0.31,3.0,-0.23,1.0,-0.25,3.0,-0.75,0.0,0.0
287,343,tropico 5,playstation-4,81.0,-0.49,65.0,-0.39,19.0,-0.12,12.0,-0.71,5.0,-0.29,0.0,0.0
288,179,tropico 5,pc,227.0,-0.5,145.0,-0.32,78.0,-0.17,31.0,-0.61,19.0,-0.37,1.0,-0.02
289,435,kirby and the rainbow curse,wii-u,198.0,-0.74,40.0,-0.15,30.0,-0.11,42.0,-0.58,26.0,-0.36,4.0,-0.06
290,84,wwe day of reckoning 2,gamecube,14.0,-0.67,5.0,-0.24,2.0,-0.1,26.0,-0.72,9.0,-0.25,1.0,-0.03
291,207,fifa street 2,playstation-2,35.0,-0.67,15.0,-0.29,2.0,-0.04,5.0,-0.19,18.0,-0.67,4.0,-0.15
292,467,fifa street 2,xbox,16.0,-0.73,6.0,-0.27,0.0,0.0,7.0,-0.23,20.0,-0.67,3.0,-0.1
293,391,fifa street 2,psp,4.0,-0.4,5.0,-0.5,1.0,-0.1,0.0,0.0,5.0,-0.83,1.0,-0.17
294,86,fifa street 2,gamecube,3.0,-0.6,2.0,-0.4,0.0,0.0,4.0,-0.25,9.0,-0.56,3.0,-0.19
296,351,hot shots golf: world invitational,playstation-vita,66.0,-0.79,12.0,-0.14,6.0,-0.07,34.0,-0.62,21.0,-0.38,0.0,0.0
297,135,botanicula,pc,319.0,-0.78,74.0,-0.18,17.0,-0.04,32.0,-0.84,6.0,-0.16,0.0,0.0
298,136,commandos 3: destination berlin,pc,50.0,-0.53,41.0,-0.43,4.0,-0.04,15.0,-0.63,7.0,-0.29,2.0,-0.08
299,92,mario party 7,gamecube,67.0,-0.66,28.0,-0.27,7.0,-0.07,5.0,-0.2,18.0,-0.72,2.0,-0.08
300,414,ben 10 alien force: vilgax attacks,wii,3.0,-0.6,1.0,-0.2,1.0,-0.2,1.0,-0.2,3.0,-0.6,1.0,-0.2
301,503,ben 10 alien force: vilgax attacks,xbox-360,20.0,-0.71,5.0,-0.18,3.0,-0.11,1.0,-0.11,6.0,-0.67,2.0,-0.22
305,552,ryse: son of rome,xbox-one,930.0,-0.5,478.0,-0.26,461.0,-0.25,8.0,-0.1,60.0,-0.78,9.0,-0.12
306,141,ryse: son of rome,pc,362.0,-0.45,313.0,-0.39,134.0,-0.17,3.0,-0.11,22.0,-0.81,2.0,-0.07
307,288,warriors: legends of troy,playstation-3,16.0,-0.55,8.0,-0.28,5.0,-0.17,0.0,0.0,10.0,-0.45,12.0,-0.55
308,502,warriors: legends of troy,xbox-360,4.0,-0.4,4.0,-0.4,2.0,-0.2,0.0,0.0,8.0,-0.73,3.0,-0.27
309,460,bloody roar: primal fury,xbox,3.0,-0.6,0.0,0.0,2.0,-0.4,2.0,-0.09,17.0,-0.77,3.0,-0.14
310,75,bloody roar: primal fury,gamecube,16.0,-0.76,5.0,-0.24,0.0,0.0,17.0,-0.63,10.0,-0.37,0.0,0.0
311,461,breakdown,xbox,18.0,-0.78,1.0,-0.04,4.0,-0.17,35.0,-0.56,23.0,-0.37,4.0,-0.06
312,58,shining soul ii,game-boy-advance,6.0,-0.67,2.0,-0.22,1.0,-0.11,11.0,-0.61,7.0,-0.39,0.0,0.0
313,201,dynasty tactics 2,playstation-2,7.0,-0.5,5.0,-0.36,2.0,-0.14,13.0,-0.72,5.0,-0.28,0.0,0.0
314,200,rumble racing,playstation-2,9.0,-0.64,4.0,-0.29,1.0,-0.07,14.0,-0.82,3.0,-0.18,0.0,0.0
315,282,red dead redemption,playstation-3,3400.0,-0.91,215.0,-0.06,120.0,-0.03,73.0,-1.0,0.0,0.0,0.0,0.0
316,500,red dead redemption,xbox-360,3200.0,-0.9,220.0,-0.06,131.0,-0.04,96.0,-1.0,0.0,0.0,0.0,0.0
317,199,fullmetal alchemist and the broken angel,playstation-2,8.0,-0.5,3.0,-0.19,5.0,-0.31,4.0,-0.11,23.0,-0.66,8.0,-0.23
319,384,pinball hall of fame: the gottlieb collection,psp,1.0,-0.25,1.0,-0.25,2.0,-0.5,13.0,-0.48,13.0,-0.48,1.0,-0.04
320,497,forza horizon,xbox-360,607.0,-0.86,57.0,-0.08,38.0,-0.05,75.0,-0.9,8.0,-0.1,0.0,0.0
321,345,summon night 6: lost borders,playstation-4,13.0,-0.65,3.0,-0.15,4.0,-0.2,4.0,-0.44,5.0,-0.56,0.0,0.0
323,198,top spin,playstation-2,2.0,-0.4,3.0,-0.6,0.0,0.0,6.0,-0.21,20.0,-0.71,2.0,-0.07
324,472,top spin,xbox,11.0,-0.61,4.0,-0.22,3.0,-0.17,43.0,-0.98,1.0,-0.02,0.0,0.0
325,149,sonic heroes,pc,60.0,-0.57,27.0,-0.26,18.0,-0.17,3.0,-0.43,3.0,-0.43,1.0,-0.14
326,197,sonic heroes,playstation-2,92.0,-0.54,57.0,-0.34,21.0,-0.12,4.0,-0.14,21.0,-0.72,4.0,-0.14
327,473,sonic heroes,xbox,41.0,-0.68,15.0,-0.25,4.0,-0.07,12.0,-0.43,16.0,-0.57,0.0,0.0
