GVID,GameID,Year,Genre,Publisher,developer,Total_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,user_review_count,critic_review_count
1417,1417,2005,Fighting,Electronic Arts,Nihilistic,1.84,1.52,0.16,0.0,0.16,11,34
1418,1418,2009,Fighting,THQ,Blue Tongue Entertainment,1.29,0.99,0.18,0.0,0.12,12,16
1419,1419,2010,Action,THQ,THQ,0.92,0.7,0.14,0.0,0.08,9,10
1420,1420,2011,Fighting,Capcom,Capcom,2.4200000000000004,1.6,0.47,0.14,0.21,190,77
1421,1421,2006,Fighting,Capcom,Iron Galaxy Studios,0.24,0.11,0.08,0.02,0.03,12,22
1422,1422,2006,Role-Playing,Activision,Raven Software,4.5,4.02,0.08,0.0,0.4,133,68
1423,1423,2009,Role-Playing,Activision,Vicarious Visions,2.86,1.99,0.45,0.0,0.42,80,75
1424,1424,2007,Role-Playing,Microsoft,BioWare,3.61,1.83,1.39,0.03,0.36,1830,74
1425,1425,2010,Role-Playing,Electronic Arts,BioWare,4.989999999999999,2.78,1.61,0.06,0.54,2886,98
1426,1426,2012,Role-Playing,Electronic Arts,BioWare,5.769999999999999,3.11,2.0,0.06,0.6,4227,74
1427,1427,2007,Role-Playing,Rising Star Games,Global A,0.11,0.1,0.0,0.0,0.01,0,8
1428,1428,2002,Sports,Activision,Rainbow Studios,0.86,0.52,0.27,0.0,0.0699999999999999,6,22
1429,1429,2001,Shooter,Take-Two Interactive,Remedy Entertainment,4.58,2.99,1.27,0.05,0.27,2288,32
1430,1430,2003,Shooter,Take-Two Interactive,Remedy Entertainment,1.99,1.12,0.68,0.0,0.19,1633,46
1431,1431,2012,Shooter,Take-Two Interactive,Rockstar Games,3.97,1.6,1.78,0.0699999999999999,0.52,1238,80
1432,1432,2003,Platform,Capcom,Capcom,0.21,0.1,0.08,0.0,0.03,21,46
1433,1433,2001,Platform,Capcom,Capcom,0.7699999999999999,0.38,0.29,0.0,0.1,25,33
1434,1434,2005,Puzzle,Namco Bandai Games,Namco,0.2299999999999999,0.13,0.02,0.08,0.0,22,49
1435,1435,2008,Puzzle,Midway Games,Most Wanted Entertainment,0.11,0.1,0.0,0.0,0.01,0,9
1436,1436,2002,Simulation,Microsoft,Day 1 Studios,1.14,1.01,0.1,0.0,0.03,28,32
1437,1437,2004,Simulation,Microsoft,Day 1 Studios,0.36,0.27,0.08,0.0,0.01,14,66
1438,1438,2010,Shooter,Electronic Arts,Dice,8.610000000000001,4.47,3.18,0.11,0.85,339,71
1439,1439,2006,Shooter,Electronic Arts,Team Fusion,2.64,0.86,1.11,0.01,0.66,43,24
1440,1440,2007,Shooter,Electronic Arts,EA Canada,1.59,0.8400000000000001,0.43,0.03,0.29,23,37
1441,1441,2007,Shooter,Electronic Arts,Electronic Arts,2.39,0.7,1.27,0.04,0.38,91,54
1442,1442,2005,Shooter,Electronic Arts,EA LA,0.53,0.32,0.19,0.0,0.02,20,42
1443,1443,2002,Shooter,Electronic Arts,EA LA,8.93,4.390000000000001,3.3,0.17,1.07,192,29
1444,1444,2003,Shooter,Electronic Arts,Netherock Ltd.,0.15,0.11,0.04,0.0,0.0,9,19
1445,1445,2003,Shooter,Electronic Arts,EA LA,6.74,3.07,2.68,0.13,0.8600000000000001,84,30
1446,1446,2007,Shooter,Electronic Arts,Electronic Arts,0.13,0.06,0.03,0.03,0.01,55,29
1447,1447,2012,Action,Electronic Arts,Danger Close,2.95,1.19,1.27,0.0699999999999999,0.42,469,43
1448,1448,2006,Strategy,Sega,Creative Assembly,0.1,0.0,0.08,0.0,0.02,865,39
1449,1449,2005,Adventure,Sony,SCEE,0.82,0.19,0.41,0.0,0.22,100,43
1450,1450,2002,Platform,Capcom,Capcom,0.22,0.16,0.06,0.0,0.0,52,18
1451,1451,2004,Platform,Capcom,Atomic Planet Entertainment,1.13,0.71,0.33,0.0,0.09,31,32
1452,1452,2001,Role-Playing,Capcom,Capcom,0.42,0.14,0.05,0.22,0.01,45,10
1453,1453,2002,Action,Ubisoft,Capcom,0.31,0.22,0.08,0.0,0.01,45,15
1454,1454,2016,Platform,Capcom,Digital Eclipse,0.27,0.19,0.0,0.05,0.03,51,30
1455,1455,2005,Platform,Capcom,Capcom,0.31,0.27,0.01,0.0,0.03,121,34
1456,1456,2003,Platform,Capcom,Arika,0.16,0.13,0.03,0.0,0.0,17,28
1457,1457,2006,Platform,Capcom,Capcom,0.15,0.12,0.01,0.0,0.02,93,28
1458,1458,2006,Misc,Unknown,Capcom,0.37,0.22,0.12,0.0,0.03,28,23
1459,1459,2001,Action,Capcom,Capcom,0.43,0.14,0.1,0.16,0.03,108,14
1460,1460,2003,Action,Capcom,Ltd.,0.5900000000000001,0.22,0.17,0.14,0.06,67,30
1461,1461,2004,Platform,Capcom,Ltd.,0.29,0.14,0.11,0.0,0.04,103,23
1462,1462,2004,Role-Playing,Capcom,Ltd.,0.3,0.19,0.09,0.0,0.02,36,27
1463,1463,2002,Platform,Capcom,Inti Creates,0.55,0.22,0.08,0.24,0.01,93,17
1464,1464,2003,Platform,Capcom,Inti Creates,0.43,0.18,0.07,0.17,0.01,62,17
1465,1465,2004,Platform,Capcom,Inti Creates,0.22,0.16,0.06,0.0,0.0,69,21
1466,1466,2005,Platform,Capcom,Inti Creates,0.11,0.08,0.03,0.0,0.0,59,17
1467,1467,2010,Platform,Capcom,Inti Creates,0.36,0.21,0.02,0.11,0.02,76,15
1468,1468,2006,Platform,Capcom,Inti Creates,0.3,0.18,0.0,0.1,0.02,70,37
1469,1469,2007,Platform,Capcom,Inti Creates,0.34,0.23,0.0,0.09,0.02,67,27
1470,1470,2015,Action,Idea Factory,Compile Heart,0.11,0.02,0.03,0.05,0.01,25,22
1471,1471,2002,Shooter,Infogrames,Melbourne House,0.5,0.25,0.19,0.0,0.06,8,19
1472,1472,2009,Strategy,505 Games,Best Way,0.04,0.01,0.02,0.0,0.01,122,22
1473,1473,2011,Strategy,1C Company,1C Entertainment,0.05,0.01,0.03,0.0,0.01,119,21
1474,1474,2008,Shooter,Electronic Arts,Pandemic Studios,2.31,1.15,0.7,0.03,0.43,54,69
1475,1475,2005,Action,LucasArts,Pandemic Studios,1.44,1.1800000000000002,0.13,0.0,0.13,30,65
1476,1476,2007,Action,Ignition Entertainment,Ignition Entertainment,0.17,0.16,0.0,0.0,0.01,9,41
1477,1477,2003,Shooter,Vivendi Games,Swingin' Ape,0.6200000000000001,0.38,0.19,0.0,0.05,15,35
1478,1478,2013,Action,Konami Digital Entertainment,PlatinumGames,1.96,0.74,0.56,0.44,0.22,1178,61
1479,1479,2001,Action,Konami Digital Entertainment,KCEJ,6.05,2.45,2.01,0.87,0.72,1961,42
1480,1480,2002,Action,Konami Digital Entertainment,KCEJ,1.16,0.56,0.36,0.16,0.08,49,28
1481,1481,2004,Action,Konami Digital Entertainment,KCEJ,4.22,1.46,0.0,0.83,1.93,1968,68
1482,1482,2005,Action,Konami Digital Entertainment,Aspect,0.56,0.34,0.01,0.15,0.06,845,53
1483,1483,2008,Action,Konami Digital Entertainment,Kojima Productions,6.03,2.63,1.74,0.83,0.83,2665,82
1484,1484,2012,Action,Konami Digital Entertainment,Armature Studio,0.59,0.16,0.18,0.16,0.09,277,36
1485,1485,2014,Action,Konami Digital Entertainment,Kojima Productions,2.3200000000000003,0.81,0.77,0.45,0.29,1614,70
1486,1486,2015,Action,Konami Digital Entertainment,Moby Dick Studio,5.06,1.78,1.94,0.71,0.63,6446,88
1487,1487,2010,Action,Konami Digital Entertainment,Kojima Productions,2.09,0.46,0.42,0.96,0.25,660,66
1488,1488,2006,Action,Konami Digital Entertainment,Kojima Productions,1.2,0.38,0.35,0.38,0.09,157,54
1489,1489,2007,Action,Konami Digital Entertainment,Kojima Productions,0.7000000000000001,0.26,0.01,0.26,0.17,26,19
1490,1490,2004,Action,Konami Digital Entertainment,Silicon Knights,0.46,0.3,0.08,0.07,0.01,226,54
1491,1491,2004,Shooter,Ignition Entertainment,SNK Playmore,0.1,0.08,0.02,0.0,0.0,33,56
1492,1492,2005,Shooter,SNK,BrezzaSoft,0.14,0.08,0.05,0.0,0.01,9,22
1493,1493,2008,Shooter,Ignition Entertainment,SNK Playmore,0.15,0.13,0.0,0.01,0.01,23,38
1494,1494,2004,Shooter,Ignition Entertainment,Noise Factory,0.08,0.06,0.02,0.0,0.0,17,32
1495,1495,2006,Shooter,Ignition Entertainment,Terminal Reality,0.1999999999999999,0.1399999999999999,0.01,0.03,0.02,19,38
1496,1496,2001,Shooter,Virgin Interactive,SNK,0.09,0.05,0.03,0.0,0.01,117,9
1497,1497,2005,Puzzle,Nintendo,Q Entertainment,0.23,0.15,0.01,0.06,0.01,51,49
1498,1498,2010,Shooter,THQ,4A Games,0.78,0.22,0.43,0.03,0.1,437,83
1499,1499,2014,Action,Deep Silver,4A Games,1.99,0.74,0.9,0.07,0.2799999999999999,3563,71
1500,1500,2002,Action,Nintendo,Nintendo,1.68,1.18,0.27,0.17,0.06,494,44
1501,1501,2002,Shooter,Nintendo,Retro Studios,2.82,1.96,0.67,0.1,0.09,1438,70
1502,1502,2004,Shooter,Nintendo,Retro Studios,1.33,0.87,0.35,0.07,0.04,445,60
1503,1503,2007,Shooter,Nintendo,Retro Studios,1.81,0.91,0.74,0.07,0.09,462,62
1504,1504,2005,Misc,Nintendo,Fuse Games Limited,0.2499999999999999,0.21,0.0,0.02,0.02,35,51
1505,1505,2010,Action,Nintendo,Team Ninja,1.41,0.87,0.31,0.13,0.1,680,71
1506,1506,2004,Adventure,Nintendo,Nintendo,0.83,0.6,0.22,0.0,0.01,420,50
1507,1507,2009,Adventure,Konami Digital Entertainment,Hudson Entertainment,0.11,0.1,0.0,0.0,0.01,4,14
1508,1508,2006,Racing,Codemasters,Supersonic Software,0.02,0.02,0.0,0.0,0.0,9,35
1509,1509,2006,Simulation,Microsoft,Microsoft Game Studios,0.43,0.02,0.34,0.0,0.07,120,28
1510,1510,2014,Action,Warner Bros. Interactive Entertainment,Monolith Productions,5.870000000000001,2.33,2.65,0.07,0.8200000000000001,2904,85
1511,1511,2005,Racing,Take-Two Interactive,Rockstar San Diego,4.4,2.26,1.32,0.0,0.8200000000000001,32,53
1512,1512,2006,Racing,Take-Two Interactive,Rockstar San Diego,1.37,1.12,0.08,0.0,0.17,186,19
1513,1513,2003,Racing,Take-Two Interactive,Rockstar San Diego,2.28,1.67,0.35,0.0,0.26,78,41
1514,1514,2008,Racing,Take-Two Interactive,Rockstar London,0.99,0.52,0.28,0.0,0.19,46,26
1515,1515,2008,Racing,Take-Two Interactive,Rockstar San Diego,4.8,3.23,1.0,0.06,0.51,125,66
1516,1516,2003,Racing,Microsoft,Digital Illusions,0.31,0.23,0.07,0.0,0.01,20,41
1517,1517,2003,Misc,Midway Games,Midway,2.0500000000000003,1.18,0.67,0.0,0.2,0,22
1518,1518,2004,Misc,Midway Games,Backbone Entertainment,1.14,0.7,0.34,0.0,0.0999999999999999,5,38
1519,1519,2005,Misc,Midway Games,Digital Eclipse,0.3,0.19,0.09,0.0,0.02,0,29
1520,1520,2005,Misc,Midway Games,Digital Eclipse,0.24,0.21,0.01,0.0,0.02,4,24
1521,1521,2014,Role-Playing,Ubisoft,Limbic Entertainment,0.03,0.0,0.03,0.0,0.0,343,44
1522,1522,2009,Role-Playing,Ubisoft,Capy Games,0.19,0.16,0.02,0.0,0.01,49,39
1523,1523,2016,Platform,Deep Silver,Inti Creates,0.0799999999999999,0.06,0.01,0.0,0.01,378,65
1524,1524,2013,Role-Playing,GungHo,Zerodiv,0.1399999999999999,0.08,0.0,0.04,0.02,55,13
1525,1525,2011,Shooter,Square,FeelPlus,0.28,0.14,0.1,0.0,0.04,122,42
1526,1526,2013,Misc,Microsoft,Mojang AB,23.75,10.82,8.85,1.15,2.93,8386,33
1527,1527,2009,Action,Eidos Interactive,Io Interactive,1.41,0.6000000000000001,0.64,0.0,0.1699999999999999,33,44
1528,1528,2002,Action,Activision,Treyarch,0.63,0.38,0.1999999999999999,0.0,0.05,13,26
1529,1529,2008,Platform,Electronic Arts,EA DICE,2.36,0.8200000000000001,1.15,0.03,0.36,411,82
1530,1530,2016,Platform,Electronic Arts,EA DICE,0.52,0.19,0.22,0.02,0.09,814,52
1531,1531,2001,Shooter,Eidos Interactive,Zoom,0.27,0.05,0.04,0.17,0.01,17,23
1532,1532,2005,Sports,Sony,989 Sports,0.25,0.23,0.0,0.0,0.02,5,26
1533,1533,2008,Sports,Sony,SCEA San Diego Studios,1.4300000000000002,1.29,0.01,0.0,0.13,16,33
1534,1534,2009,Sports,Sony,SCEA San Diego Studios,1.3,1.06,0.13,0.0,0.11,20,27
1535,1535,2010,Sports,Sony,SCEA,1.33,1.05,0.16,0.0,0.12,55,33
1536,1536,2011,Sports,Sony,SCEA San Diego Studios,0.8700000000000001,0.75,0.05,0.0,0.07,89,30
1537,1537,2012,Sports,Sony,SCEA San Diego Studios,1.12,1.04,0.0,0.0,0.08,71,23
1538,1538,2013,Sports,Sony,SCEA San Diego Studios,0.8400000000000001,0.77,0.0,0.0,0.07,120,36
1539,1539,2014,Sports,Sony,SCEA San Diego Studios,1.17,1.04,0.0,0.0,0.13,76,26
1540,1540,2015,Sports,Sony,SCEA San Diego Studios,1.34,1.0,0.09,0.0,0.25,200,44
1541,1541,2007,Sports,Konami Digital Entertainment,Konami,0.4,0.23,0.0,0.15,0.02,9,12
1542,1542,2008,Sports,Konami Digital Entertainment,Konami,0.34,0.22,0.04,0.06,0.02,13,16
1543,1543,2006,Simulation,Namco Bandai Games,Bec,0.21,0.06,0.0,0.14,0.01,23,31
1544,1544,2003,Simulation,Namco Bandai Games,Bec,0.71,0.05,0.04,0.61,0.01,13,10
1545,1545,2001,Simulation,Atari,Capcom,1.13,0.12,0.1,0.88,0.03,18,15
1546,1546,2010,Racing,Sony,United Front Games,1.6700000000000002,0.61,0.6799999999999999,0.08,0.3,172,85
1547,1547,2012,Racing,Sony,SCEA,0.34,0.17,0.12,0.0,0.05,77,51
1548,1548,2010,Misc,Electronic Arts,Electronic Arts,1.46,0.56,0.72,0.0,0.18,16,18
1549,1549,2006,Racing,Ubisoft,Ubisoft,0.8900000000000001,0.81,0.0,0.01,0.07,5,11
1550,1550,2006,Adventure,THQ,Artificial Mind and Movement,0.52,0.38,0.11,0.0,0.03,10,27
1551,1551,2004,Role-Playing,Capcom,Capcom,0.5,0.11,0.08,0.28,0.03,36,37
1552,1552,2014,Role-Playing,Nintendo,Capcom,3.89,0.67,0.49,2.62,0.11,452,80
1553,1553,2005,Role-Playing,Capcom,Capcom,1.35,0.24,0.04,1.03,0.04,27,34
1554,1554,2007,Role-Playing,Capcom,Capcom,3.0700000000000003,0.37,0.27,2.25,0.18,48,38
1555,1555,2008,Role-Playing,Capcom,Capcom,5.51,0.47,0.57,4.13,0.34,160,48
1556,1556,2011,Role-Playing,Nintendo,Capcom,5.73,1.39,0.8899999999999999,3.23,0.22,182,70
1557,1557,2007,Racing,Activision,Torus Games,0.75,0.59,0.09,0.0,0.07,6,9
1558,1558,2002,Racing,Ubisoft,Ubisoft,0.7999999999999999,0.43,0.29,0.0,0.08,4,11
1559,1559,2008,Role-Playing,Eidos Interactive,Backbone Entertainment,0.56,0.45,0.07,0.0,0.04,13,11
1560,1560,2003,Simulation,Tecmo Koei,Tecmo,0.35,0.08,0.06,0.19,0.02,12,21
1561,1561,2008,Fighting,Midway Games,Midway,3.93,3.01,0.54,0.0,0.38,118,61
1562,1562,2015,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,4.09,2.48,1.01,0.0,0.6,1326,81
1563,1563,2006,Fighting,Midway Games,Midway,1.31,1.09,0.06,0.0,0.16,214,43
1564,1564,2002,Fighting,Midway Games,Midway,3.85,2.9,0.75,0.0,0.1999999999999999,103,31
1565,1565,2004,Fighting,Midway Games,Midway,2.75,1.62,0.86,0.0,0.27,52,53
1566,1566,2005,Action,Midway Games,Midway Studios - Los Angeles,1.0,0.8099999999999999,0.09,0.0,0.0999999999999999,236,41
1567,1567,2002,Racing,Konami Digital Entertainment,Konami,0.27,0.2,0.07,0.0,0.0,0,11
1568,1568,2008,Racing,Capcom,Milestone S.r.l,0.96,0.19,0.44,0.0,0.3299999999999999,9,21
1569,1569,2014,Racing,Milestone,Milestone S.r.l,0.41,0.12,0.22,0.0,0.07,35,28
1570,1570,2003,Racing,THQ,Climax Studios,0.09,0.07,0.02,0.0,0.0,4,23
1571,1571,2006,Racing,Sony,Evolution Studios,3.87,1.53,1.61,0.06,0.67,201,9
1572,1572,2011,Racing,Sony,Evolution Studios,0.49,0.21,0.2,0.0,0.08,211,74
1573,1573,2009,Racing,Sony,Bigbig Studios,1.39,0.23,0.61,0.0,0.55,64,58
1574,1574,2008,Racing,Sony,Evolution Studios,1.38,0.43,0.67,0.02,0.26,176,63
1575,1575,2008,Role-Playing,Paradox Interactive,Taleworlds Entertainment,0.02,0.0,0.02,0.0,0.0,323,28
1576,1576,2010,Role-Playing,Paradox Interactive,Taleworlds Entertainment,0.02,0.01,0.01,0.0,0.0,1441,23
1577,1577,2004,Puzzle,Nintendo,Namco,0.14,0.08,0.0,0.05,0.01,6,35
1578,1578,2004,Racing,Activision,Left Field Productions,0.39,0.24,0.12,0.0,0.03,5,39
1579,1579,2012,Role-Playing,Nippon Ichi Software,GCREST,0.16,0.04,0.03,0.08,0.01,35,24
1580,1580,2013,Role-Playing,Nippon Ichi Software,Compile Heart,0.08,0.02,0.01,0.04,0.01,36,26
1581,1581,2009,Role-Playing,Rising Star Games,Vanillaware,0.8700000000000001,0.46,0.13,0.21,0.07,104,58
1582,1582,2014,Action,Square,Airtight Games,0.8,0.28,0.38,0.04,0.1,507,60
1583,1583,2005,Role-Playing,Atari,Square Enix,0.15,0.07,0.06,0.0,0.02,10,47
1584,1584,2008,Action,SouthPeak Games,Red Fly Studio,0.19,0.17,0.01,0.0,0.01,42,37
1585,1585,2004,Sports,Electronic Arts,EA Sports,2.1900000000000004,1.7400000000000002,0.24,0.0,0.21,8,31
1586,1586,2005,Sports,Electronic Arts,EA Sports,2.8,2.21,0.34,0.0,0.25,0,35
1587,1587,2004,Racing,THQ,Rainbow Studios,2.36,1.28,0.8099999999999999,0.0,0.27,15,18
1588,1588,2009,Racing,THQ,Rainbow Studios,2.01,1.35,0.44,0.0,0.22,26,47
1589,1589,2005,Racing,THQ,Rainbow Studios,1.4300000000000002,1.18,0.1,0.0,0.15,14,30
1590,1590,2007,Racing,THQ,Rainbow Studios,2.65,1.97,0.36,0.0,0.32,13,43
1591,1591,2007,Simulation,Electronic Arts,EA Redwood Shores,5.38,2.5,2.18,0.12,0.58,22,38
1592,1592,2009,Adventure,Electronic Arts,Electronic Arts,2.13,1.17,0.75,0.0,0.21,19,28
1593,1593,2008,Simulation,Electronic Arts,EA Redwood Shores,3.13,1.52,1.25,0.02,0.34,26,19
1594,1594,2009,Racing,Electronic Arts,EA Games,1.09,0.45,0.52,0.0,0.12,9,22
1595,1595,2002,Adventure,Ubisoft,Presto Studios,0.34,0.18,0.12,0.0,0.04,56,22
1596,1596,2008,Adventure,Nintendo,Griptonite Games,1.2800000000000002,0.76,0.4,0.0,0.12,0,28
1597,1597,2011,Adventure,Nintendo,Sanzaru Games,0.39,0.19,0.17,0.0,0.03,7,26
1598,1598,2006,Role-Playing,Sega,ChunSoft,0.93,0.18,0.0,0.73,0.02,15,27
1599,1599,2002,Action,Tecmo Koei,Koei,0.14,0.06,0.03,0.04,0.01,9,13
1600,1600,2007,Platform,Atari,Slick Entertainment,0.09,0.09,0.0,0.0,0.0,31,36
1601,1601,2001,Misc,Namco Bandai Games,Bandai Namco Games,7.6,5.98,1.4200000000000002,0.05,0.15,40,41
1602,1602,2005,Misc,Sony,TOSE,1.09,0.75,0.18,0.0,0.16,15,28
1603,1603,2007,Misc,Atari,M2,1.34,1.18,0.01,0.06,0.09,12,19
1604,1604,2010,Misc,Namco Bandai Games,Namco Bandai Games,0.21,0.2,0.0,0.0,0.01,8,12
1605,1605,2007,Misc,Atari,TOSE,0.7300000000000001,0.68,0.0,0.0,0.05,9,18
1606,1606,2008,Adventure,Sega,Her Interactive,0.15,0.14,0.0,0.0,0.01,15,9
1607,1607,2011,Shooter,Majesco,Shin'en,0.09,0.08,0.0,0.0,0.01,19,8
1608,1608,2010,Strategy,Sega,Creative Assembly,0.66,0.02,0.52,0.0,0.12,418,56
1609,1609,2005,Shooter,Midway Games,Point of View,0.56,0.32,0.18,0.0,0.06,0,27
1610,1610,2009,Action,505 Games,Eighting,0.19,0.11,0.02,0.05,0.01,18,14
1611,1611,2010,Action,Namco Bandai Games,Premium Agency,0.13,0.04,0.02,0.05,0.02,15,22
1612,1612,2009,Fighting,Namco Bandai Games,Racjin,0.15,0.14,0.0,0.0,0.01,19,15
1613,1613,2008,Action,Tomy Corporation,Takara Tomy,0.12,0.08,0.0,0.03,0.01,8,7
1614,1614,2007,Action,Nintendo,Aspect,0.23,0.09,0.0,0.13,0.01,7,10
1615,1615,2008,Fighting,Tomy Corporation,DreamFactory,0.37,0.19,0.03,0.13,0.02,10,12
1616,1616,2009,Fighting,Namco Bandai Games,CyberConnect2,0.39,0.13,0.04,0.19,0.03,37,22
1617,1617,2011,Fighting,Namco Bandai Games,Racjin,0.35,0.09,0.07,0.15,0.04,62,16
1618,1618,2010,Fighting,Namco Bandai Games,CyberConnect2,2.0,0.85,0.74,0.16,0.25,237,34
1619,1619,2013,Fighting,Namco Bandai Games,CyberConnect2,1.4599999999999995,0.61,0.5,0.16,0.19,300,32
1620,1620,2016,Fighting,Namco Bandai Games,CyberConnect2,1.34,0.5800000000000001,0.47,0.1,0.19,682,60
1621,1621,2012,Fighting,Namco Bandai Games,CyberConnect2,1.19,0.53,0.39,0.15,0.12,78,35
1622,1622,2014,Fighting,Namco Bandai Games,CyberConnect2,0.71,0.28,0.24,0.09,0.1,184,26
1623,1623,2003,Fighting,Tomy Corporation,Eighting,0.6900000000000001,0.53,0.14,0.0,0.02,16,21
1624,1624,2003,Fighting,Nintendo,Eighting,1.04,0.44,0.12,0.45,0.03,24,22
1625,1625,2007,Fighting,Tomy Corporation,Eighting,1.02,0.45,0.46,0.0,0.11,23,23
1626,1626,2008,Fighting,Tomy Corporation,Eighting,0.39,0.34,0.02,0.0,0.03,17,20
1627,1627,2003,Action,Tomy Corporation,Arc System Works,0.22,0.16,0.06,0.0,0.0,7,12
1628,1628,2006,Action,D3Publisher,Aspect,0.42,0.39,0.0,0.0,0.03,9,23
1629,1629,2006,Fighting,Namco Bandai Games,DreamFactory,0.19,0.02,0.01,0.16,0.0,7,22
1630,1630,2007,Role-Playing,D3Publisher,TOSE,0.4,0.37,0.0,0.0,0.03,7,18
1631,1631,2006,Role-Playing,Tomy Corporation,TOSE,0.24,0.22,0.0,0.0,0.02,8,18
1632,1632,2007,Action,Ubisoft,Ubisoft Montreal,0.3399999999999999,0.29,0.02,0.0,0.03,57,35
1633,1633,2008,Action,Ubisoft,Ubisoft Montreal,0.5900000000000001,0.24,0.28,0.0,0.07,51,34
1634,1634,2003,Fighting,Atari,CyberConnect2,0.6,0.5,0.02,0.0,0.08,53,34
1635,1635,2004,Fighting,Namco Bandai Games,CyberConnect2,0.57,0.47,0.02,0.0,0.08,44,27
1636,1636,2005,Fighting,Atari,CyberConnect2,0.43,0.36,0.01,0.0,0.06,76,24
1637,1637,2006,Fighting,Namco Bandai Games,CyberConnect2,0.26,0.26,0.0,0.0,0.0,24,11
1638,1638,2008,Fighting,Namco Bandai Games,CyberConnect2,1.09,0.49,0.35,0.09,0.16,180,32
1639,1639,2006,Action,Namco Bandai Games,Racjin,0.5700000000000001,0.28,0.22,0.0,0.07,36,22
1640,1640,2007,Racing,Electronic Arts,EA Tiburon,0.75,0.53,0.14,0.0,0.08,4,29
1641,1641,2008,Racing,Electronic Arts,EA Games,1.03,0.71,0.21,0.0,0.11,4,32
1642,1642,2011,Racing,Activision,Eutechnyx,0.81,0.76,0.0,0.0,0.05,14,24
1643,1643,2001,Racing,Infogrames,Monster Games Inc.,0.96,0.5599999999999999,0.31,0.0,0.09,0,18
1644,1644,2009,Racing,Electronic Arts,Electronic Arts,0.42,0.39,0.0,0.0,0.03,0,12
1645,1645,2012,Racing,Activision,Eutechnyx,0.18,0.16,0.0,0.0,0.02,22,7
1646,1646,2002,Racing,Unknown,EA Sports,1.8,1.04,0.5800000000000001,0.0,0.18,16,16
1647,1647,2003,Racing,Electronic Arts,EA Tiburon,1.3199999999999998,0.71,0.4599999999999999,0.0,0.15,21,15
1648,1648,2002,Racing,Unknown,Monster Games Inc.,0.6600000000000001,0.35,0.24,0.0,0.07,13,10
1649,1649,2014,Role-Playing,Nippon Ichi Software,Kadokawa,0.25,0.11,0.05,0.06,0.03,86,31
1650,1650,2010,Action,505 Games,Artificial Mind and Movement,0.84,0.39,0.3399999999999999,0.0,0.11,39,51
1651,1651,2009,Sports,Take-Two Interactive,Visual Concepts,2.93,2.62,0.04,0.01,0.26,15,46
1652,1652,2010,Action,Take-Two Interactive,Visual Concepts,5.44,4.63,0.35,0.04,0.42,123,50
1653,1653,2011,Sports,Take-Two Interactive,Visual Concepts,5.5200000000000005,4.53,0.52,0.06,0.41,157,42
1654,1654,2012,Sports,Take-Two Interactive,Visual Concepts,6.09,4.79,0.74,0.06,0.5,160,41
1655,1655,2013,Sports,Take-Two Interactive,Visual Concepts,6.720000000000001,5.12,0.95,0.05,0.6000000000000001,173,26
1656,1656,2014,Sports,Take-Two Interactive,Visual Concepts,7.06,5.01,1.13,0.03,0.89,323,50
1657,1657,2015,Sports,Take-Two Interactive,Visual Concepts,8.009999999999998,5.64,1.14,0.06,1.17,491,51
1658,1658,2016,Sports,Take-Two Interactive,Visual Concepts,1.94,1.44,0.19,0.0,0.31,341,47
1659,1659,2005,Action,Take-Two Interactive,Visual Concepts,1.48,0.91,0.43,0.0,0.14,18,33
1660,1660,2006,Sports,Take-Two Interactive,Kush Games,1.76,1.5,0.07,0.0,0.19,9,46
1661,1661,2007,Sports,Take-Two Interactive,Visual Concepts,2.02,1.79,0.03,0.0,0.2,10,33
1662,1662,2008,Sports,Take-Two Interactive,Visual Concepts,2.2900000000000005,1.9,0.17,0.0,0.22,15,32
1663,1663,2004,Sports,Midway Games,Midway,2.1500000000000004,1.1800000000000002,0.74,0.0,0.2299999999999999,11,44
1664,1664,2002,Sports,Nintendo,Left Field Productions,0.25,0.19,0.05,0.0,0.01,4,18
1665,1665,2005,Sports,Electronic Arts,EA Canada,1.6800000000000002,1.48,0.11,0.0,0.09,10,35
1666,1666,2006,Sports,Electronic Arts,EA Sports,2.32,2.0,0.05,0.02,0.25,6,32
1667,1667,2007,Sports,Electronic Arts,EA Canada,2.36,2.07,0.04,0.02,0.23,4,37
1668,1668,2008,Sports,Electronic Arts,EA Canada,2.01,1.51,0.22,0.06,0.22,4,32
1669,1669,2009,Sports,Electronic Arts,EA Canada,1.2400000000000002,1.07,0.05,0.02,0.1,16,40
1670,1670,2013,Sports,Electronic Arts,EA Sports,0.41,0.3,0.07,0.0,0.04,177,25
1671,1671,2014,Sports,Electronic Arts,EA Sports,0.44,0.32,0.06,0.0,0.06,84,25
1672,1672,2002,Sports,Electronic Arts,EA Canada,2.31,1.79,0.25,0.03,0.24,14,22
1673,1673,2003,Sports,Electronic Arts,EA Sports,2.79,2.22,0.27,0.0,0.3,13,19
1674,1674,2004,Sports,Electronic Arts,EA Canada,3.94,3.19,0.35,0.0,0.3999999999999999,0,28
1675,1675,2001,Sports,Electronic Arts,NuFX,3.22,2.52,0.31,0.0,0.39,41,22
1676,1676,2007,Sports,Electronic Arts,EA Canada,0.6600000000000001,0.5700000000000001,0.03,0.0,0.06,17,42
