RID,GameID,metascore,global_user_score_mean,user_score_mean
2736,2736,74,7.7,9.0
2737,2737,69,8.1,8.5
2738,2738,59,5.312,5.31
2739,2739,77,7.733,8.108
2740,2740,79,8.344,8.648
2741,2741,77,6.7,10.0
2742,2742,80,7.5,7.167
2743,2743,81,7.0,9.2
2744,2744,82,8.0,9.222
2745,2745,79,7.043,6.243
2746,2746,80,7.9,7.574
2747,2747,84,8.3,8.354
2748,2748,62,7.5,6.2
2749,2749,55,7.5,8.231
2750,2750,66,6.0,6.571
2751,2751,79,7.92,7.76
2752,2752,78,7.675,7.203
2753,2753,78,7.9,7.545
2754,2754,75,6.93,5.104
2755,2755,60,7.053,7.053
2756,2756,77,7.254,6.846
2757,2757,43,5.019,3.875
2758,2758,69,5.96,5.7
2759,2759,68,6.929,7.143
2760,2760,76,7.7,6.917
2761,2761,91,8.2,8.217
2762,2762,51,6.5,7.5
2763,2763,50,5.614,5.0
2764,2764,67,6.561,6.208
2765,2765,70,8.4,8.333
2766,2766,69,8.362,7.846
2767,2767,66,7.486,7.429
2768,2768,71,0.0,4.5
2769,2769,84,6.952,6.333
2770,2770,85,7.607,7.589
2771,2771,72,8.2,7.167
2772,2772,80,7.156,7.239
2773,2773,73,8.3,7.636
2774,2774,69,7.5,6.538
2775,2775,77,8.316,8.357
2776,2776,84,7.137,7.479
2777,2777,65,7.14,9.0
2778,2778,96,8.8,8.5
2779,2779,92,8.4,7.884
2780,2780,93,8.8,8.87
2781,2781,88,7.7,6.976
2782,2782,80,7.5,7.841
2783,2783,86,8.6,7.851
2784,2784,63,8.2,8.0
2785,2785,71,7.1,5.646
2786,2786,39,3.3,5.0
2787,2787,45,6.2,8.333
2788,2788,75,6.788,6.706
2789,2789,86,8.1,9.25
2790,2790,93,8.6,9.128
2791,2791,82,7.591,7.447
2792,2792,68,8.4,5.667
2793,2793,58,5.3,5.0
2794,2794,60,8.6,8.231
2795,2795,79,7.0,5.333
2796,2796,76,7.8,8.75
2797,2797,53,8.0,9.0
2798,2798,48,6.9,6.083
2799,2799,35,5.9,3.0
2800,2800,86,8.404,7.867
2801,2801,83,8.3,8.05
2802,2802,72,7.643,7.714
2803,2803,84,8.8,8.875
2804,2804,74,7.2,7.5
2805,2805,65,6.3,9.0
2806,2806,38,3.444,3.688
2807,2807,80,7.94,7.2
2808,2808,84,8.652,7.856
2809,2809,56,6.1,5.32
2810,2810,61,6.864,6.758
2811,2811,71,7.38,8.1
2812,2812,93,7.914,8.333
2813,2813,86,7.291,7.545
2814,2814,73,7.7,6.333
2815,2815,62,6.933,6.333
2816,2816,68,6.583,5.586
2817,2817,94,7.8,6.286
2818,2818,93,8.2,10.0
2819,2819,85,7.7,8.0
2820,2820,92,8.457,8.714
2821,2821,70,7.28,7.6
2822,2822,80,7.6,7.833
2823,2823,69,6.885,6.115
2824,2824,84,7.886,7.655
2825,2825,56,6.9,8.333
2826,2826,82,8.3,9.286
2827,2827,73,7.9,9.333
2828,2828,39,3.0,3.0
2829,2829,67,5.1,8.333
2830,2830,62,6.957,6.857
2831,2831,65,7.9,7.425
2832,2832,80,8.2,8.875
2833,2833,92,9.2,8.8
2834,2834,88,9.2,8.955
2835,2835,86,7.0,7.0
2836,2836,55,6.5,8.0
2837,2837,73,7.1,7.0
2838,2838,84,7.9,9.077
2839,2839,88,8.8,8.955
2840,2840,78,8.4,8.429
2841,2841,71,7.9,7.565
2842,2842,60,6.5,7.25
2843,2843,82,8.0,9.0
2844,2844,83,8.3,8.382
2845,2845,88,8.5,9.25
2846,2846,49,4.3,6.0
2847,2847,53,7.6,8.091
2848,2848,44,8.262,9.125
2849,2849,64,7.964,8.091
2850,2850,44,7.1,6.286
2851,2851,81,7.2,7.191
2852,2852,80,6.08,7.089
2853,2853,80,7.8,8.0
2854,2854,74,7.9,7.714
2855,2855,59,8.6,10.0
2856,2856,55,7.229,6.429
2857,2857,58,7.4,8.286
2858,2858,86,8.7,9.0
2859,2859,67,4.8,8.0
2860,2860,66,6.7,9.667
2861,2861,69,6.841,6.517
2862,2862,59,6.8,4.0
2863,2863,51,2.9,3.5
2864,2864,66,7.525,7.25
2865,2865,60,7.2,7.28
2866,2866,80,7.6,8.083
2867,2867,80,7.5,8.4
2868,2868,72,7.9,8.333
2869,2869,63,5.2,5.684
2870,2870,68,8.1,8.347
2871,2871,65,7.2,7.59
2872,2872,58,6.6,6.634
2873,2873,60,6.6,6.231
2874,2874,76,8.0,8.5
2875,2875,68,7.0,6.548
2876,2876,80,8.4,8.938
2877,2877,78,8.1,7.0
2878,2878,69,7.5,6.6
2879,2879,71,7.7,8.0
2880,2880,64,7.3,9.333
2881,2881,60,10.0,10.0
2882,2882,82,7.6,6.54
2883,2883,79,8.557,9.286
2884,2884,79,8.2,8.469
2885,2885,83,8.3,7.5
2886,2886,89,8.0,8.077
2887,2887,82,8.3,9.25
2888,2888,88,8.3,8.455
2889,2889,70,7.0,9.0
2890,2890,72,7.299,7.413
2891,2891,66,7.664,7.364
2892,2892,79,7.744,7.494
2893,2893,76,7.665,7.469
2894,2894,60,10.0,10.0
2895,2895,89,8.2,9.217
2896,2896,90,8.067,7.519
2897,2897,80,5.063,4.477
2898,2898,93,7.5,7.447
2899,2899,90,5.9,5.222
2900,2900,88,7.3,7.222
2901,2901,82,5.2,5.289
2902,2902,91,8.2,8.042
2903,2903,87,5.7,4.478
2904,2904,91,8.2,8.152
2905,2905,93,7.08,7.4
2906,2906,91,7.633,9.0
2907,2907,89,8.25,8.5
2908,2908,83,6.4,8.0
2909,2909,70,7.238,7.308
2910,2910,69,7.7,6.75
2911,2911,73,6.7,5.6
2912,2912,79,7.9,8.667
2913,2913,64,3.0,1.0
2914,2914,75,7.0,8.2
2915,2915,80,7.66,8.0
2916,2916,68,5.5,7.25
2917,2917,80,8.5,8.0
2918,2918,71,6.628,6.791
2919,2919,78,7.954,7.885
2920,2920,75,7.689,7.365
2921,2921,62,4.92,4.548
2922,2922,73,6.509,6.368
2923,2923,75,7.136,7.528
2924,2924,55,5.8,5.25
2925,2925,79,7.0,7.833
2926,2926,76,7.9,7.222
2927,2927,68,8.0,8.0
2928,2928,73,7.3,8.0
2929,2929,81,8.178,7.5
2930,2930,79,6.961,6.217
2931,2931,80,7.882,8.182
2932,2932,75,7.83,8.283
2933,2933,85,8.9,9.364
2934,2934,82,8.5,8.714
2935,2935,80,8.2,7.889
2936,2936,84,8.106,8.188
2937,2937,56,5.9,5.0
2938,2938,64,6.1,6.667
2939,2939,76,8.2,7.667
2940,2940,76,7.3,8.0
2941,2941,41,6.0,5.571
2942,2942,33,3.2,6.102
2943,2943,50,5.7,5.789
2944,2944,82,7.825,8.25
2945,2945,84,8.124,6.941
2946,2946,75,7.505,7.569
2947,2947,47,4.864,4.468
2948,2948,72,7.9,8.0
2949,2949,61,8.0,5.5
2950,2950,61,7.1,6.5
2951,2951,52,7.222,5.556
2952,2952,58,5.925,6.0
2953,2953,73,8.0,7.279
2954,2954,88,7.323,6.468
2955,2955,89,8.239,8.058
2956,2956,86,8.797,8.134
2957,2957,84,8.7,8.898
2958,2958,83,8.6,8.292
2959,2959,81,8.9,9.421
2960,2960,81,6.5,8.333
2961,2961,68,3.0,3.0
2962,2962,42,8.0,8.0
2963,2963,74,7.743,7.433
2964,2964,43,5.035,6.065
2965,2965,75,8.4,8.105
2966,2966,77,9.0,9.5
2967,2967,79,8.0,7.024
2968,2968,78,8.3,8.0
2969,2969,83,8.6,8.744
2970,2970,80,8.02,7.631
2971,2971,64,7.6,7.565
2972,2972,73,7.6,8.167
2973,2973,60,7.2,9.2
2974,2974,73,6.3,4.8
2975,2975,81,8.2,7.696
2976,2976,64,6.1,6.12
2977,2977,78,8.336,8.516
2978,2978,79,8.344,8.056
2979,2979,85,8.542,8.326
2980,2980,82,8.365,8.4
2981,2981,72,8.362,7.625
2982,2982,80,8.418,7.03
2983,2983,56,4.9,5.0
2984,2984,62,8.4,8.5
2985,2985,67,7.2,5.667
2986,2986,61,6.3,5.0
2987,2987,53,8.9,5.0
2988,2988,59,8.4,7.833
2989,2989,44,6.7,4.833
2990,2990,60,7.1,6.75
2991,2991,68,7.2,8.0
2992,2992,87,7.6,7.333
2993,2993,56,8.0,8.0
2994,2994,83,7.935,6.727
2995,2995,62,6.989,7.459
2996,2996,77,6.51,6.825
2997,2997,78,6.8,5.533
2998,2998,73,7.752,6.238
2999,2999,82,8.5,8.5
3000,3000,72,8.1,8.667
3001,3001,75,8.0,8.0
