SSID,GameID,vader_sentiment_mean,textblob_sentiment_mean,hf_sentiment_mean
1592,1592,0.742,-0.063,-0.327
1593,1593,0.849,0.089,-0.329
1594,1594,0.308,-0.196,-0.997
1595,1595,0.741,0.249,0.558
1596,1596,0.983,0.137,0.997
1597,1597,0.826,0.197,0.997
1598,1598,0.844,0.084,0.504
1599,1599,0.84,0.067,0.999
1600,1600,0.494,0.017,-0.324
1601,1601,0.737,0.112,0.767
1602,1602,0.419,0.05,-0.987
1603,1603,0.083,-0.245,-0.996
1604,1604,0.521,0.047,0.833
1605,1605,0.486,-0.094,0.007
1606,1606,0.8,0.271,0.521
1607,1607,0.565,0.111,0.425
1608,1608,0.345,0.089,0.088
1609,1609,0.313,-0.208,-0.998
1610,1610,-0.858,0.009,-1.0
1611,1611,-0.26,-0.148,-0.992
1612,1612,0.651,0.06,-0.995
1613,1613,0.727,0.525,0.928
1614,1614,0.66,0.041,-0.464
1615,1615,0.363,-0.0,-0.92
1616,1616,0.346,-0.03,0.43
1617,1617,0.727,0.108,0.633
1618,1618,0.639,0.139,0.475
1619,1619,0.512,0.083,0.144
1620,1620,0.508,0.089,0.34
1621,1621,0.552,0.107,0.31
1622,1622,0.453,0.049,-0.145
1623,1623,0.909,0.033,0.007
1624,1624,0.8,0.111,0.332
1625,1625,0.519,0.041,0.604
1626,1626,0.672,0.201,-0.137
1627,1627,0.984,0.156,0.878
1628,1628,0.184,0.068,-0.427
1629,1629,0.096,-0.225,-0.36
1630,1630,0.309,0.132,-0.34
1631,1631,0.369,0.214,0.338
1632,1632,0.337,0.016,0.309
1633,1633,0.821,0.064,0.711
1634,1634,0.533,0.098,0.253
1635,1635,0.72,0.228,0.729
1636,1636,0.595,0.146,0.496
1637,1637,0.417,0.094,-0.528
1638,1638,0.552,0.046,-0.125
1639,1639,0.889,-0.015,-0.422
1640,1640,-0.163,-0.225,-0.504
1641,1641,0.086,-0.172,-0.368
1642,1642,-0.38,-0.113,-0.636
1643,1643,-0.625,0.125,-0.998
1644,1644,0.832,0.1,0.994
1645,1645,0.432,-0.069,-0.526
1646,1646,0.915,0.182,0.016
1647,1647,0.786,0.128,0.543
1648,1648,0.702,0.255,0.999
1649,1649,0.079,-0.061,-0.432
1650,1650,0.051,-0.061,-0.447
1651,1651,0.433,0.094,0.24
1652,1652,0.675,0.088,0.21
1653,1653,0.563,0.051,-0.056
1654,1654,0.545,0.016,-0.184
1655,1655,0.336,-0.043,-0.556
1656,1656,0.545,0.026,-0.274
1657,1657,0.493,0.012,-0.367
1658,1658,0.561,0.032,-0.22
1659,1659,0.401,-0.014,0.494
1660,1660,0.513,0.15,0.594
1661,1661,0.215,-0.159,0.329
1662,1662,0.555,0.116,-0.084
1663,1663,0.975,0.217,0.999
1664,1664,0.931,0.209,0.965
1665,1665,0.671,-0.002,0.174
1666,1666,0.852,0.196,0.824
1667,1667,0.227,-0.007,-0.463
1668,1668,0.831,0.121,-0.321
1669,1669,0.855,0.061,0.999
1670,1670,0.329,-0.109,-0.598
1671,1671,0.855,0.106,0.135
1672,1672,0.737,0.202,0.689
1673,1673,0.79,0.017,-0.992
1674,1674,0.053,0.016,-0.053
1675,1675,0.727,0.127,1.0
1676,1676,0.897,0.152,0.197
1677,1677,0.502,-0.02,-0.097
1678,1678,0.764,0.118,0.429
1679,1679,0.976,0.005,-0.988
1680,1680,0.889,0.222,0.997
1681,1681,0.878,0.092,0.229
1682,1682,0.964,0.015,0.999
1683,1683,0.809,0.13,0.59
1684,1684,0.671,0.147,0.204
1685,1685,0.676,0.041,-0.279
1686,1686,0.725,0.024,-0.138
1687,1687,0.422,-0.013,-0.106
1688,1688,0.595,0.001,-0.04
1689,1689,0.743,0.054,0.592
1690,1690,0.945,0.178,0.983
1691,1691,0.709,0.011,0.218
1692,1692,0.614,0.15,0.713
1693,1693,0.541,0.092,0.029
1694,1694,0.601,0.174,0.188
1695,1695,0.508,0.032,-0.157
1696,1696,0.499,0.075,0.01
1697,1697,0.561,0.074,0.535
1698,1698,0.574,0.053,0.024
1699,1699,0.545,0.054,-0.141
1700,1700,0.231,-0.017,-0.435
1701,1701,0.33,-0.15,0.162
1702,1702,0.797,0.141,0.338
1703,1703,-0.25,-0.037,-0.999
1704,1704,0.87,0.065,-0.135
1705,1705,0.619,0.051,-0.095
1706,1706,-0.931,-0.7,-1.0
1707,1707,0.863,0.054,0.16
1708,1708,0.125,-0.012,-0.311
1709,1709,0.619,0.108,-0.027
1710,1710,0.349,0.033,-0.318
1711,1711,0.829,0.138,0.206
1712,1712,0.825,0.104,-0.017
1713,1713,0.661,0.087,0.661
1714,1714,0.506,0.033,-0.145
1715,1715,0.613,0.112,-0.034
1716,1716,0.613,0.096,0.277
1717,1717,0.959,0.072,0.999
1718,1718,0.674,0.107,0.227
1719,1719,0.837,0.062,0.999
1720,1720,0.399,0.091,-0.356
1721,1721,0.816,0.204,0.982
1722,1722,-0.003,0.063,0.001
1723,1723,0.53,-0.0,-0.193
1724,1724,0.768,0.116,0.699
1725,1725,0.69,0.077,-0.014
1726,1726,0.455,-0.005,-0.069
1727,1727,0.511,0.004,-0.149
1728,1728,0.441,0.003,-0.445
1729,1729,0.273,-0.079,-0.791
1730,1730,0.398,-0.033,-0.565
1731,1731,0.312,-0.037,-0.486
1732,1732,0.726,0.087,0.991
1733,1733,0.387,0.081,0.333
1734,1734,0.84,0.061,0.777
1735,1735,0.425,-0.003,-0.001
1736,1736,0.693,0.016,0.155
1737,1737,0.931,0.289,0.997
1738,1738,0.622,0.137,0.669
1739,1739,0.749,0.248,-0.283
1740,1740,0.522,0.103,0.185
1741,1741,0.738,0.131,0.386
1742,1742,0.624,0.09,0.197
1743,1743,0.899,0.378,1.0
1744,1744,0.722,0.059,-0.056
1745,1745,0.979,0.134,-0.932
1746,1746,0.401,-0.043,-0.227
1747,1747,-0.061,-0.043,-0.562
1748,1748,0.738,0.145,0.665
1749,1749,0.291,0.117,0.232
1750,1750,0.336,0.096,-0.061
1751,1751,0.415,0.098,0.088
1752,1752,0.618,0.268,0.949
1753,1753,-0.112,-0.214,-0.046
1754,1754,0.631,0.108,0.332
1755,1755,0.793,0.061,0.361
1756,1756,0.296,0.092,1.0
1757,1757,0.579,0.03,0.169
1758,1758,0.523,0.091,0.329
1759,1759,0.565,0.135,0.521
1760,1760,0.73,-0.093,1.0
1761,1761,0.704,0.009,-0.487
1762,1762,0.523,0.074,0.102
1763,1763,0.575,0.078,0.295
1764,1764,0.0,0.125,-0.998
1765,1765,0.338,0.011,0.144
1766,1766,0.862,0.085,0.547
1767,1767,0.659,0.142,0.317
1768,1768,0.778,0.134,0.335
1769,1769,0.738,0.119,0.475
1770,1770,0.813,0.175,0.416
1771,1771,0.238,-0.067,-0.507
1772,1772,0.606,0.058,-0.108
1773,1773,0.721,0.066,0.246
1774,1774,0.578,0.085,0.194
1775,1775,0.705,0.023,0.234
1776,1776,0.62,0.095,0.659
1777,1777,0.43,0.028,-0.094
1778,1778,0.203,-0.014,-0.775
1779,1779,0.777,-0.06,0.995
1780,1780,0.691,0.106,0.574
1781,1781,0.529,0.047,0.363
1782,1782,0.391,0.186,0.96
1783,1783,0.434,0.189,0.593
1784,1784,0.53,0.068,0.043
1785,1785,0.757,0.126,0.532
1786,1786,0.286,0.124,0.002
1787,1787,0.118,-0.016,-0.497
1788,1788,0.135,-0.032,-0.499
1789,1789,0.772,-0.019,-0.35
1790,1790,0.889,-0.018,-0.039
1791,1791,0.963,0.127,0.999
1792,1792,0.843,0.127,0.99
1793,1793,0.868,0.382,0.996
1794,1794,0.895,0.155,0.714
1795,1795,0.73,0.087,0.398
1796,1796,0.894,0.053,0.505
1797,1797,0.612,0.067,-0.986
1798,1798,0.627,0.05,0.245
1799,1799,0.616,0.08,0.035
1800,1800,0.949,0.081,-0.331
1801,1801,0.546,0.076,-0.318
1802,1802,0.406,0.014,-0.036
1803,1803,0.872,0.006,0.999
1804,1804,0.609,0.102,0.995
1805,1805,0.864,0.064,0.563
1806,1806,0.55,0.018,-0.193
1807,1807,0.407,-0.109,-0.278
1808,1808,0.782,-0.026,-0.479
1809,1809,0.396,-0.039,0.243
1810,1810,0.565,0.026,0.092
1811,1811,0.599,0.079,0.52
1812,1812,0.416,0.079,0.21
1813,1813,0.905,0.154,0.777
1814,1814,0.395,0.084,0.021
1815,1815,0.228,0.121,0.374
1816,1816,0.23,0.067,-0.107
1817,1817,0.686,0.055,0.591
1818,1818,0.573,0.167,0.47
1819,1819,0.234,0.011,-0.478
1820,1820,0.729,0.2,0.571
1821,1821,0.728,0.08,0.35
1822,1822,0.895,0.205,0.205
1823,1823,0.197,-0.093,-0.992
1824,1824,0.453,0.102,-0.165
1825,1825,0.744,0.167,0.796
1826,1826,0.45,0.047,-0.12
1827,1827,0.362,0.005,-0.256
1828,1828,0.84,0.232,0.993
1829,1829,0.401,0.075,-0.141
1830,1830,0.731,0.085,0.476
1831,1831,0.553,0.13,0.128
1832,1832,0.699,0.042,0.004
1833,1833,0.837,0.204,-0.306
1834,1834,0.589,0.094,0.295
1835,1835,0.248,0.067,-0.984
1836,1836,0.683,0.049,0.23
1837,1837,0.872,0.197,0.999
1838,1838,0.742,0.282,0.995
1839,1839,0.93,0.02,0.978
1840,1840,0.645,0.161,0.295
1841,1841,0.659,0.143,0.476
1842,1842,0.707,-0.02,0.19
1843,1843,0.692,0.058,0.713
1844,1844,0.767,0.121,0.695
1845,1845,0.699,0.104,0.123
1846,1846,0.41,0.061,0.206
1847,1847,0.763,0.198,0.629
1848,1848,0.668,0.125,0.218
1849,1849,0.896,0.046,0.373
1850,1850,0.447,0.006,-0.012
1851,1851,0.644,0.134,0.466
1852,1852,0.561,0.102,0.385
1853,1853,0.698,0.133,0.563
1854,1854,0.552,0.05,-0.069
1855,1855,0.865,0.139,0.192
1856,1856,0.033,-0.311,-0.498
1857,1857,0.95,-0.021,-0.931
1858,1858,0.907,0.123,0.168
1859,1859,0.28,-0.09,-0.058
1860,1860,0.169,-0.046,0.187
1861,1861,0.238,0.179,0.099
1862,1862,0.948,0.508,1.0
1863,1863,0.805,0.015,0.511
1864,1864,0.653,0.183,0.714
1865,1865,0.771,0.116,0.009
1866,1866,0.038,0.02,-0.163
1867,1867,0.08,-0.039,-0.986
1868,1868,0.705,0.106,0.434
1869,1869,0.381,0.071,-0.13
1870,1870,0.661,0.102,0.025
1871,1871,0.82,0.103,-0.18
1872,1872,0.597,-0.082,-0.147
1873,1873,0.58,0.021,-0.13
1874,1874,0.824,0.012,-0.009
1875,1875,0.728,0.086,0.354
1876,1876,0.353,-0.101,-0.333
1877,1877,0.737,0.142,0.407
1878,1878,0.533,0.008,-0.359
1879,1879,0.66,0.031,0.629
1880,1880,0.523,0.055,0.524
1881,1881,0.684,0.073,0.18
1882,1882,0.589,0.039,0.118
1883,1883,0.678,0.033,-0.015
1884,1884,0.557,-0.004,-0.412
1885,1885,0.587,0.063,0.214
1886,1886,0.542,0.065,0.382
1887,1887,0.692,0.122,0.209
1888,1888,0.756,0.111,0.322
1889,1889,0.656,0.077,0.39
1890,1890,0.377,0.115,0.044
1891,1891,0.669,0.141,0.521
1892,1892,0.899,-0.023,-0.236
1893,1893,0.368,0.065,0.272
1894,1894,0.609,0.057,0.732
1895,1895,0.51,0.09,0.19
1896,1896,0.443,0.149,0.492
1897,1897,0.483,0.057,-0.096
1898,1898,0.449,0.05,0.21
1899,1899,0.512,0.149,0.407
1900,1900,0.414,0.133,0.231
1901,1901,0.445,0.118,0.353
1902,1902,0.597,0.116,0.99
1903,1903,0.3,0.076,0.074
1904,1904,0.479,0.092,0.024
1905,1905,0.434,0.005,0.076
1906,1906,0.743,0.131,0.216
1907,1907,0.527,0.078,0.02
1908,1908,0.639,0.09,-0.179
1909,1909,0.568,0.085,0.009
1910,1910,0.168,-0.047,-0.694
1911,1911,0.318,0.018,-0.378
1912,1912,0.462,0.02,-0.272
1913,1913,0.527,0.068,-0.199
1914,1914,0.946,0.166,0.003
1915,1915,0.734,0.192,0.152
1916,1916,0.77,0.123,0.5
1917,1917,0.811,0.174,0.082
1918,1918,0.657,0.124,0.49
1919,1919,0.832,0.164,0.628
1920,1920,0.374,0.026,-0.336
1921,1921,0.886,-0.023,-0.31
1922,1922,0.611,0.077,0.201
1923,1923,0.668,0.011,-0.271
1924,1924,0.633,0.138,0.127
1925,1925,0.376,0.053,0.143
1926,1926,0.53,0.072,-0.417
1927,1927,0.391,0.096,0.242
1928,1928,0.726,0.102,0.241
1929,1929,0.914,0.328,0.002
1930,1930,0.754,0.148,0.531
1931,1931,0.701,0.123,0.089
1932,1932,-0.018,-0.06,-0.003
1933,1933,-0.052,0.068,-0.009
1934,1934,0.771,0.086,0.38
1935,1935,0.373,0.015,-0.353
1936,1936,0.668,0.06,-0.001
1937,1937,0.592,-0.11,-0.587
1938,1938,0.273,0.075,-0.121
1939,1939,0.458,0.075,0.171
1940,1940,0.924,0.189,0.499
1941,1941,-0.179,-0.136,-0.795
1942,1942,0.862,0.088,-0.411
1943,1943,0.522,0.059,-0.004
1944,1944,0.611,0.044,0.028
1945,1945,0.731,0.147,0.193
1946,1946,0.877,0.217,0.681
1947,1947,0.598,0.083,-0.007
1948,1948,0.242,0.033,-0.199
1949,1949,0.801,-0.046,-0.491
1950,1950,0.431,0.05,0.026
1951,1951,0.339,-0.096,-0.265
1952,1952,0.719,0.135,0.184
1953,1953,0.904,0.161,0.24
1954,1954,0.849,0.26,0.999
1955,1955,0.284,-0.088,-0.176
1956,1956,0.645,0.056,-0.818
1957,1957,0.615,0.062,0.233
1958,1958,0.633,0.043,0.955
1959,1959,0.593,0.129,0.399
1960,1960,0.704,0.149,0.275
1961,1961,0.698,0.183,0.476
1962,1962,0.361,0.007,-0.45
1963,1963,0.629,0.15,0.451
1964,1964,0.473,-0.033,-0.243
1965,1965,0.421,-0.017,-0.042
1966,1966,0.656,0.143,0.52
1967,1967,0.586,0.1,0.343
1968,1968,0.254,0.075,-0.079
1969,1969,0.565,0.144,0.508
1970,1970,0.561,0.109,0.386
1971,1971,0.298,-0.047,-0.525
1972,1972,0.633,0.161,0.483
1973,1973,0.857,0.097,0.686
1974,1974,0.765,0.173,0.593
1975,1975,0.75,0.145,0.561
1976,1976,0.54,0.015,-0.245
1977,1977,0.627,0.03,-0.183
1978,1978,0.345,-0.048,-0.377
1979,1979,0.922,-0.004,0.994
1980,1980,0.462,-0.065,-0.982
1981,1981,0.417,-0.011,-0.228
1982,1982,0.338,0.065,-0.443
1983,1983,0.476,0.016,-0.017
1984,1984,0.571,0.141,0.512
1985,1985,0.241,0.089,0.308
1986,1986,0.204,0.008,-0.359
1987,1987,0.314,0.027,-0.073
1988,1988,0.297,0.082,-0.1
1989,1989,0.369,0.056,-0.221
1990,1990,0.087,-0.028,-0.399
1991,1991,0.764,0.117,0.065
1992,1992,0.316,0.036,-0.943
1993,1993,0.542,0.064,0.115
1994,1994,0.612,0.009,-0.987
1995,1995,0.418,0.152,0.517
1996,1996,0.564,0.145,0.508
1997,1997,0.284,0.073,0.315
1998,1998,0.201,0.007,0.062
1999,1999,0.014,-0.08,-0.27
2000,2000,0.038,-0.02,-0.078
2001,2001,0.165,-0.024,-0.632
2002,2002,-0.185,-0.145,-0.58
2003,2003,0.15,0.003,0.087
2004,2004,0.262,0.014,0.01
2005,2005,0.292,0.01,0.403
2006,2006,0.486,-0.011,-0.014
2007,2007,0.043,-0.036,-0.012
2008,2008,0.457,0.127,0.138
2009,2009,0.385,0.138,0.033
2010,2010,0.599,0.062,-0.219
2011,2011,0.292,0.052,0.072
2012,2012,0.721,0.194,0.659
2013,2013,0.56,0.101,0.295
2014,2014,0.913,-0.028,0.339
2015,2015,0.815,0.123,0.993
2016,2016,0.5,0.039,0.015
2017,2017,0.882,0.061,-0.188
2018,2018,0.657,0.039,0.433
2019,2019,0.944,0.146,0.463
2020,2020,0.763,0.058,-0.28
2021,2021,0.753,0.077,-0.035
2022,2022,0.706,0.051,0.611
2023,2023,0.813,0.127,0.273
2024,2024,0.603,0.106,-0.304
2025,2025,0.493,0.015,0.09
2026,2026,-0.217,-0.046,-0.007
2027,2027,0.464,0.039,-0.127
2028,2028,0.696,0.173,0.753
2029,2029,0.388,0.156,-0.023
2030,2030,0.585,-0.016,-0.084
2031,2031,0.899,0.302,0.006
2032,2032,0.646,0.168,0.546
2033,2033,0.469,0.048,-0.047
2034,2034,0.41,-0.037,-0.174
2035,2035,0.196,-0.029,-0.32
2036,2036,0.258,0.061,0.173
2037,2037,0.28,-0.009,0.501
2038,2038,0.407,0.025,0.025
2039,2039,0.901,0.037,-0.007
2040,2040,0.79,0.134,0.167
2041,2041,0.648,0.153,0.266
2042,2042,0.829,0.119,0.399
2043,2043,0.6,0.046,-0.314
2044,2044,0.416,0.151,0.034
2045,2045,0.415,-0.008,-0.02
2046,2046,0.832,0.109,-0.031
2047,2047,0.698,0.041,0.305
2048,2048,0.568,0.033,0.126
2049,2049,0.612,0.133,0.249
2050,2050,0.595,0.103,0.099
2051,2051,-0.059,-0.092,-0.418
2052,2052,0.545,0.047,0.185
2053,2053,0.525,0.047,-0.065
2054,2054,0.748,0.029,0.998
2055,2055,0.799,0.017,0.428
2056,2056,0.604,0.198,0.428
2057,2057,0.386,-0.064,-0.73
2058,2058,-0.189,0.042,0.992
2059,2059,0.828,0.149,0.425
2060,2060,0.419,0.04,-0.342
2061,2061,0.789,0.134,0.234
2062,2062,0.884,0.027,0.181
2063,2063,0.862,0.134,0.528
2064,2064,0.835,0.109,0.46
2065,2065,0.895,0.014,-0.914
2066,2066,0.716,0.036,-0.123
2067,2067,0.28,0.15,-0.141
2068,2068,0.435,0.072,0.309
2069,2069,0.29,0.018,0.118
2070,2070,0.274,0.005,-0.066
2071,2071,0.35,0.067,0.455
2072,2072,0.42,0.007,-0.161
2073,2073,0.178,-0.036,-0.515
2074,2074,0.556,0.102,0.365
2075,2075,0.61,0.105,0.252
2076,2076,0.053,-0.105,-0.585
2077,2077,0.556,0.079,0.135
2078,2078,0.493,0.054,0.053
2079,2079,0.526,0.051,0.179
2080,2080,0.719,0.233,0.41
2081,2081,0.914,0.004,-0.981
2082,2082,0.535,-0.057,-0.993
2083,2083,0.844,0.333,1.0
2084,2084,0.722,0.103,0.434
2085,2085,0.856,0.037,0.991
2086,2086,0.463,0.057,-0.316
2087,2087,0.892,0.094,0.299
2088,2088,0.566,0.103,0.369
2089,2089,0.657,0.031,-0.151
2090,2090,0.919,0.067,0.138
2091,2091,-0.202,-0.092,-1.0
2092,2092,-0.21,-0.404,-0.998
2093,2093,0.174,0.056,0.309
2094,2094,0.835,0.071,-0.005
2095,2095,-0.156,-0.072,-0.361
2096,2096,-0.036,-0.099,-0.398
2097,2097,0.722,0.128,0.365
2098,2098,0.784,0.14,-0.576
2099,2099,0.794,0.035,0.555
2100,2100,0.685,0.046,0.119
2101,2101,0.673,0.186,0.672
2102,2102,0.891,0.161,0.602
2103,2103,0.664,0.119,-0.044
2104,2104,0.884,0.089,0.041
2105,2105,0.642,0.087,0.468
2106,2106,0.153,-0.067,-0.217
2107,2107,0.528,0.037,-0.469
2108,2108,0.326,0.06,-0.308
2109,2109,0.753,0.049,0.334
2110,2110,0.297,0.023,-0.462
2111,2111,0.294,-0.009,-0.12
2112,2112,-0.031,-0.101,-0.995
2113,2113,0.681,0.173,0.061
2114,2114,0.905,0.109,0.958
2115,2115,0.69,0.113,0.322
2116,2116,0.874,0.096,0.363
2117,2117,0.732,0.092,0.336
2118,2118,0.413,0.036,-0.007
2119,2119,0.577,0.12,0.573
2120,2120,0.458,0.087,0.085
2121,2121,0.756,0.101,0.245
2122,2122,0.079,-0.043,0.049
2123,2123,0.323,-0.034,-0.044
2124,2124,0.515,-0.033,-0.31
2125,2125,0.861,0.124,0.99
2126,2126,0.739,0.214,0.796
2127,2127,0.81,0.264,0.825
2128,2128,0.778,0.217,0.64
2129,2129,0.445,0.16,0.045
2130,2130,0.487,0.03,0.028
2131,2131,0.322,0.034,0.309
2132,2132,0.48,0.065,0.389
2133,2133,0.346,-0.018,0.018
2134,2134,0.321,0.036,0.138
2135,2135,0.198,0.111,0.001
2136,2136,0.687,0.107,0.478
2137,2137,0.934,-0.075,0.957
2138,2138,-0.255,-0.202,-0.997
2139,2139,0.093,-0.124,-0.666
2140,2140,0.612,0.08,0.637
2141,2141,0.539,0.056,0.037
2142,2142,0.526,-0.015,0.001
2143,2143,0.766,0.184,0.548
2144,2144,0.644,0.136,0.357
2145,2145,0.53,0.184,0.794
2146,2146,0.497,0.049,-0.106
2147,2147,0.688,0.086,0.346
2148,2148,0.595,0.173,0.334
2149,2149,0.723,0.206,0.766
2150,2150,0.564,0.205,0.525
2151,2151,0.409,0.002,0.018
2152,2152,0.464,0.064,0.106
2153,2153,0.538,0.1,0.266
2154,2154,0.486,0.079,-0.117
2155,2155,0.595,0.156,0.299
2156,2156,0.603,0.131,0.732
2157,2157,0.239,0.14,0.333
2158,2158,0.82,0.211,0.998
2159,2159,-0.765,-0.18,-0.999
2160,2160,0.689,0.056,0.166
2161,2161,0.06,0.018,-0.137
2162,2162,0.775,0.121,0.478
2163,2163,0.946,0.343,0.993
2164,2164,0.65,-0.1,-0.583
2165,2165,0.58,0.082,0.39
2166,2166,0.211,0.15,0.006
2167,2167,0.525,0.149,0.328
2168,2168,0.766,0.048,-0.039
2169,2169,0.75,0.113,0.494
2170,2170,0.451,-0.008,-0.596
2171,2171,0.705,0.064,-0.006
2172,2172,0.518,0.014,0.092
2173,2173,0.499,0.166,0.345
2174,2174,0.689,0.157,0.735
2175,2175,0.427,0.108,0.189
2176,2176,0.1,-0.029,-0.194
2177,2177,0.236,-0.021,-0.7
2178,2178,0.445,0.009,-0.353
2179,2179,0.282,0.012,-0.096
2180,2180,0.002,-0.066,-0.489
2181,2181,0.342,0.118,-0.075
2182,2182,0.544,0.074,0.42
2183,2183,0.79,0.036,0.202
2184,2184,0.743,-0.181,-0.986
2185,2185,0.774,0.149,0.599
2186,2186,0.067,-0.077,0.314
2187,2187,-0.477,-0.134,-0.898
2188,2188,0.22,-0.048,-0.83
2189,2189,0.914,0.201,0.352
2190,2190,0.557,0.0,1.0
2191,2191,0.852,0.24,1.0
2192,2192,0.589,0.088,0.398
2193,2193,0.378,0.053,0.052
2194,2194,0.042,0.021,0.022
2195,2195,-0.032,-0.007,0.137
2196,2196,0.711,0.135,0.678
2197,2197,0.739,0.132,0.214
2198,2198,0.721,0.098,0.463
2199,2199,0.448,0.088,0.137
2200,2200,0.613,0.063,0.206
2201,2201,0.738,0.055,0.456
2202,2202,0.626,0.053,0.005
2203,2203,0.647,0.157,0.487
2204,2204,0.713,0.152,0.552
2205,2205,0.677,0.184,0.482
2206,2206,0.662,0.129,0.455
2207,2207,0.692,0.073,0.179
2208,2208,0.938,0.254,0.008
2209,2209,0.923,-0.052,-0.64
2210,2210,0.259,0.054,0.029
2211,2211,0.518,0.065,0.126
2212,2212,-0.328,-0.164,-0.111
2213,2213,0.056,-0.026,-0.535
2214,2214,0.237,-0.007,-0.244
2215,2215,0.793,0.136,0.01
2216,2216,0.969,0.11,0.99
2217,2217,0.454,0.008,-0.022
2218,2218,0.245,-0.039,-0.474
2219,2219,0.453,0.099,0.406
2220,2220,0.515,0.061,-0.302
2221,2221,0.296,0.06,-0.688
2222,2222,0.936,0.258,0.499
2223,2223,0.928,0.039,0.011
2224,2224,0.354,0.124,-0.496
2225,2225,-0.763,-0.216,-0.999
2226,2226,0.871,0.131,0.738
2227,2227,0.205,-0.037,-0.204
2228,2228,0.422,0.6,1.0
2229,2229,0.143,-0.001,-0.393
2230,2230,0.604,0.058,0.377
2231,2231,0.76,0.125,0.442
2232,2232,0.826,0.12,0.425
2233,2233,0.623,0.109,0.332
2234,2234,0.54,0.08,-0.112
2235,2235,0.536,0.076,0.305
2236,2236,0.645,0.137,0.33
2237,2237,0.514,0.037,0.252
2238,2238,0.225,-0.066,-0.263
2239,2239,0.1,-0.089,-0.403
2240,2240,0.593,-0.012,-0.168
2241,2241,0.452,0.022,-0.12
2242,2242,0.727,0.053,-0.0
2243,2243,0.635,0.084,0.218
2244,2244,0.146,-0.104,-0.655
2245,2245,0.662,0.134,0.268
2246,2246,0.567,0.074,0.187
2247,2247,0.587,0.07,0.319
2248,2248,0.655,0.104,0.43
2249,2249,0.587,0.109,0.277
2250,2250,0.854,0.131,0.635
2251,2251,0.414,0.032,-0.271
2252,2252,0.562,0.149,0.488
2253,2253,0.595,0.079,0.176
2254,2254,0.547,0.1,0.212
2255,2255,0.673,0.062,0.243
2256,2256,0.652,0.082,0.192
2257,2257,0.44,0.098,0.216
2258,2258,0.618,0.121,0.373
2259,2259,0.589,0.079,0.344
2260,2260,0.724,0.116,0.717
2261,2261,0.706,0.215,0.54
2262,2262,0.691,0.149,0.338
2263,2263,0.477,0.089,-0.085
2264,2264,0.489,0.043,0.329
2265,2265,0.612,0.05,-0.178
2266,2266,0.596,0.063,0.283
2267,2267,0.752,0.153,0.554
2268,2268,0.593,0.002,-0.245
2269,2269,0.669,0.114,0.47
2270,2270,0.628,0.191,0.002
2271,2271,0.597,0.144,0.436
2272,2272,-0.043,-0.021,-0.984
2273,2273,0.435,0.078,0.326
2274,2274,0.026,-0.026,-0.967
2275,2275,0.451,-0.072,-0.992
2276,2276,-0.537,-0.222,-1.0
2277,2277,0.743,0.153,0.316
2278,2278,0.827,0.105,0.008
2279,2279,0.823,0.092,0.596
2280,2280,0.92,0.114,0.85
2281,2281,0.705,0.109,0.005
2282,2282,0.66,0.121,0.556
2283,2283,0.625,0.027,0.305
2284,2284,0.29,-0.016,-0.251
2285,2285,0.288,0.007,-0.0
2286,2286,0.425,0.046,0.277
2287,2287,0.283,-0.0,-0.152
2288,2288,0.766,0.087,0.577
2289,2289,0.652,0.071,0.222
2290,2290,0.44,0.075,0.066
2291,2291,0.431,0.072,0.203
2292,2292,0.378,0.02,-0.429
2293,2293,0.933,0.114,0.995
2294,2294,0.896,0.125,0.998
2295,2295,0.661,0.11,0.231
2296,2296,0.337,0.015,0.021
2297,2297,0.735,0.125,0.557
2298,2298,0.602,0.026,-0.144
2299,2299,0.425,0.102,0.399
2300,2300,0.781,0.091,-0.332
2301,2301,0.688,0.051,0.373
2302,2302,0.422,0.143,0.04
2303,2303,0.39,0.096,0.239
2304,2304,0.164,-0.161,-0.996
2305,2305,0.876,0.144,0.173
2306,2306,0.565,0.073,0.198
2307,2307,0.347,0.046,-0.178
2308,2308,0.214,0.143,-0.307
2309,2309,0.79,0.141,0.474
2310,2310,-0.253,-0.101,-0.996
2311,2311,0.233,-0.033,-0.474
2312,2312,0.41,0.077,-0.2
2313,2313,0.731,-0.03,0.489
2314,2314,0.832,0.162,0.887
2315,2315,0.098,-0.139,-0.619
2316,2316,0.657,0.125,0.089
2317,2317,0.781,0.146,0.527
2318,2318,0.73,0.154,0.388
2319,2319,0.587,0.059,-0.017
2320,2320,0.136,-0.025,-0.509
2321,2321,0.64,0.078,0.026
2322,2322,0.853,0.122,0.145
2323,2323,0.96,0.157,0.002
2324,2324,0.582,0.025,-0.211
2325,2325,0.428,0.09,0.077
2326,2326,0.452,0.001,-0.446
2327,2327,0.103,0.075,0.997
2328,2328,0.192,-0.239,-0.739
2329,2329,0.758,0.2,0.993
2330,2330,0.125,-0.103,0.326
2331,2331,0.704,0.258,0.492
2332,2332,0.292,0.122,0.201
2333,2333,-0.121,0.019,0.272
2334,2334,-0.215,-0.19,-0.325
2335,2335,0.362,0.084,0.207
2336,2336,0.368,0.046,0.237
2337,2337,0.508,0.103,0.347
2338,2338,0.583,0.203,0.991
2339,2339,0.285,0.049,0.613
2340,2340,0.492,0.025,-0.123
